Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
CC(C)=CCC/C(C)=C/CO/N=C1\[C@@H]2CCn3c(=O)n(C)c(=O)n3[C@H]2[C@H](O)[C@H]2O[C@H]12,418.49,418.22,1.12,103.28,111.55,0.6667,0.3227,30,1,9,6,4,1,0,9,174.41,0.392,0.347,12.595,-0.859,5,0.1667,0,0,3,2,3,1,2,1,0,1023.155,1.492,8249432.01,-2.39,20.866,8.034,3.603,5,0
CC(C)=CCC/C(C)=C/CO/N=C1\[C@@H]2CCn3c(=O)n(Cc4cc5c(cc4Cl)OCO5)c(=O)n3[C@H]2[C@H](O)[C@H]2O[C@H]12,573.05,572.2,3.01,121.74,147.25,0.5357,0.2233,40,1,11,8,6,2,0,12,235.36,0.454,0.347,13.646,-0.959,11,0.275,0,0,4,2,4,1,3,1,0,1530.028,1.234,1404496755.023,-3.28,26.918,10.605,4.797,5,0
CC(C)=CCC1=C(OCC(=O)O)C(=O)c2ccccc2C1=O,300.31,300.1,2.78,80.67,79.76,0.2353,0.8456,22,1,4,5,2,1,0,5,127.45,0.479,0.341,12.563,-1.201,6,0.2727,0,0,1,0,0,0,0,0,0,705.514,2.493,71427.133,-2.69,15.694,6.386,3.137,0,0
CC(C)=CCNc1ncnc2c1c(C#N)cn2[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O,359.39,359.16,0.29,136.45,93.17,0.4706,0.5594,26,4,9,5,3,2,0,9,149.73,0.394,0.164,10.269,-1.258,9,0.3462,0,0,1,1,3,2,1,1,0,867.896,2.035,889789.139,-2.51,18.286,7.39,3.153,4,0
CC(C)=CCNc1ncnc2nc[nH]c12,203.25,203.12,1.73,66.49,59.6,0.3,0.7454,15,2,4,3,2,2,0,5,87.67,0.365,0.182,4.153,0.685,9,0.6,0,0,0,0,2,2,0,0,0,481.273,2.203,4092.394,-1.91,9.638,4.08,2.121,0,0
CC(C)=CCc1c(C)nc2ccccc2c1C(=O)O,255.32,255.13,3.75,50.19,76.57,0.25,0.8496,19,1,2,3,2,2,0,3,112.15,0.478,0.336,11.584,-0.89,10,0.5263,0,0,0,0,1,1,0,0,0,667.748,2.738,17290.565,-2.16,13.276,5.224,2.65,0,0
CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)C=CC(C)(C)O2,420.46,420.16,5.27,100.13,119.79,0.24,0.3942,31,3,6,3,4,3,0,6,178.9,0.507,0.204,13.405,-0.573,16,0.5161,0,0,1,0,2,1,1,0,0,1320.317,2.048,6700169.128,-3.67,20.597,7.232,3.543,0,0
CC(C)=C[C@H]1[C@@H](C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,336.82,336.11,4.35,44.76,87.56,0.5,0.6054,23,0,4,4,3,1,0,5,140.91,0.461,0.31,12.381,-0.175,6,0.2609,0,0,2,1,1,0,1,0,0,673.844,1.654,144884.529,-1.68,16.187,5.75,3.046,2,0
CC(C)=C[C@H]1[C@@H](C(=O)Oc2ccccc2C(C)C)C1(C)C,286.42,286.19,4.95,26.3,86.36,0.5263,0.4443,21,0,2,4,2,1,0,2,127.76,0.426,0.315,12.506,-0.101,6,0.2857,0,0,1,1,0,0,0,0,0,562.684,2.153,46501.584,-1.57,15.812,5.668,3.2,2,0
CC(C)=C[C@H]1[C@@H](COC(=O)c2cc3c(cc2Cl)OCO3)C1(C)C,336.82,336.11,4.46,44.76,88.05,0.5,0.601,23,0,4,4,3,1,0,5,140.91,0.462,0.339,12.319,-0.424,6,0.2609,0,0,2,1,1,0,1,0,0,673.844,1.66,146617.529,-1.68,16.187,5.75,3.046,2,0
CC(C)=NNc1ncnc2nc[nH]c12,190.21,190.1,1.16,78.85,54.09,0.25,0.5498,14,2,5,2,2,2,0,6,80.49,0.34,0.182,4.053,0.631,9,0.6429,0,0,0,0,2,2,0,0,0,467.391,2.412,2511.35,-1.98,8.611,3.407,1.538,0,0
CC(C)=NOC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,277.41,277.2,4.28,30.82,83.76,0.5882,0.5244,20,0,3,8,1,1,0,3,122.52,0.395,0.122,6.08,0.169,6,0.3,0,0,0,0,0,0,0,0,0,396.711,2.488,22910.461,-1.35,16.704,8.748,6.198,2,0
CC(C)=NOC[C@@H](O)COCc1ccco1,227.26,227.12,1.57,64.19,59.11,0.5455,0.5669,16,1,5,7,1,1,0,5,94.65,0.467,0.145,9.441,-0.682,5,0.3125,0,0,0,0,1,1,0,0,0,303.794,2.061,4752.049,-1.33,12.738,7.028,5.526,1,0
CC(C)=NOC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O,275.3,275.14,0.0,89.74,65.45,0.9167,0.5542,19,2,7,4,2,0,0,7,111.63,0.393,0.19,10.089,-1.001,0,0.0,0,0,2,2,2,0,2,2,0,354.129,1.887,16012.339,-0.73,14.674,5.336,3.237,5,0
CC(C)=NOCc1ccc(-c2cc(-c3ccccc3)no2)cc1,306.37,306.14,4.92,47.62,90.95,0.1579,0.4962,23,0,4,5,3,3,0,4,134.93,0.391,0.167,5.454,0.455,17,0.7391,0,0,0,0,1,1,0,0,0,785.752,1.727,294498.455,-2.88,15.033,6.92,3.856,0,0
CC(C)=NOCc1ccc(-c2cn([C@@H]3COC[C@@H]3O)nn2)cc1,316.36,316.15,1.79,81.76,84.89,0.4375,0.6716,23,1,7,5,3,2,0,7,134.07,0.391,0.142,9.842,-0.536,11,0.4783,0,0,1,1,2,1,1,1,0,676.889,1.675,270855.788,-2.25,15.638,6.888,3.747,2,0
CC(C)=NO[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,289.42,289.22,3.64,37.72,88.19,0.6471,0.6271,21,0,4,4,2,1,0,4,127.75,0.391,0.142,5.542,0.076,6,0.2857,0,0,1,0,2,1,1,0,0,521.012,2.171,47783.76,-1.58,15.802,6.921,4.192,1,0
CC(C)=N[C@H](C(=O)O)C(C)(C)S,189.28,189.08,1.63,49.66,53.27,0.75,0.5234,12,2,3,3,0,0,0,4,78.3,0.48,0.329,10.726,-0.934,0,0.0,0,0,0,0,0,0,0,0,0,201.594,4.697,200.099,-0.51,11.49,3.937,3.759,1,0
CC(C)C(=O)C(C)(C)CCc1ccccn1,219.33,219.16,3.27,29.96,66.18,0.5714,0.7604,16,0,2,5,1,1,0,2,98.1,0.299,0.141,11.965,-0.244,6,0.375,0,0,0,0,1,1,0,0,0,341.013,2.576,3053.945,-1.18,12.887,5.24,3.439,0,0
CC(C)C(=O)CP(=O)(O)O,166.11,166.04,0.39,74.6,36.76,0.8,0.5944,10,2,2,3,0,0,0,5,59.41,0.332,0.324,10.666,-4.125,0,0.0,0,0,0,0,0,0,0,0,0,168.487,3.937,75.191,-0.18,9.82,3.282,4.676,0,0
CC(C)C(=O)Cc1ccc2ccccc2n1,213.28,213.12,3.0,29.96,65.29,0.2857,0.7841,16,0,2,3,2,2,0,2,95.32,0.299,0.141,11.608,0.077,10,0.625,0,0,0,0,1,1,0,0,0,516.879,2.293,4986.956,-1.7,10.806,4.435,2.271,0,0
CC(C)C(=O)N1CCN(c2ccccc2NC(=O)c2cccc(Cl)c2)CC1,385.9,385.16,3.9,52.65,109.48,0.3333,0.868,27,1,3,4,3,2,0,6,164.46,0.366,0.255,12.576,-0.196,12,0.4444,0,0,1,1,1,0,1,1,2,829.681,1.715,1268651.886,-2.53,19.238,8.44,4.605,0,0
CC(C)C(=O)NC(=S)Nc1ccccc1C(=O)Nc1ccccc1,341.44,341.12,3.41,70.23,100.04,0.1667,0.7455,24,3,3,4,2,2,0,6,146.01,0.332,0.257,12.465,-0.262,12,0.5,0,0,0,0,0,0,0,0,2,744.939,2.107,216510.625,-2.73,17.621,8.215,4.889,0,0
CC(C)C(=O)NCCCc1ccccc1,205.3,205.15,2.39,29.1,62.61,0.4615,0.7347,15,1,1,5,1,1,0,2,91.7,0.356,0.222,11.243,0.085,6,0.4,0,0,0,0,0,0,0,0,1,292.664,2.151,2467.318,-1.31,11.763,6.226,4.634,0,0
CC(C)C(=O)NCCc1nc2ccccc2n1CCCOc1ccc(Cl)cc1,399.92,399.17,4.47,56.15,112.85,0.3636,0.5398,28,1,4,9,3,3,0,6,170.22,0.494,0.222,11.794,-0.01,15,0.5357,0,0,0,0,1,1,0,0,1,919.181,1.612,2526666.868,-2.53,20.211,9.6,5.259,0,0
CC(C)C(=O)NCCn1ccc2ccccc21,230.31,230.14,2.41,34.03,69.79,0.3571,0.8595,17,1,2,4,2,2,0,3,101.43,0.354,0.222,11.415,0.052,9,0.5294,0,0,0,0,1,1,0,0,1,513.671,1.976,10241.292,-1.77,11.708,5.04,2.671,0,0
CC(C)C(=O)N[C@@H]1CCCN1C(=O)/C=C\c1ccccc1,286.38,286.17,2.42,49.41,83.19,0.4118,0.8642,21,1,2,4,2,1,0,4,125.38,0.336,0.248,12.268,-0.173,6,0.2857,0,0,1,1,1,0,1,1,2,522.851,1.975,70078.555,-2.1,15.292,7.065,4.181,1,0
CC(C)C(=O)N[C@H]1CCCN1C(=O)/C=C\c1ccccc1,286.38,286.17,2.42,49.41,83.19,0.4118,0.8642,21,1,2,4,2,1,0,4,125.38,0.336,0.248,12.268,-0.173,6,0.2857,0,0,1,1,1,0,1,1,2,522.851,1.975,70078.555,-2.1,15.292,7.065,4.181,1,0
CC(C)C(=O)Nc1cc2c(cc1C(=O)c1ccccc1)OCCO2,325.36,325.13,3.28,64.63,90.77,0.2632,0.8763,24,1,4,4,3,2,0,5,140.14,0.486,0.226,12.857,-0.196,12,0.5,0,0,1,0,1,0,1,0,1,768.436,2.045,324258.632,-2.82,16.052,6.743,3.248,0,0
CC(C)C(=O)Nc1ccc(C(=O)NNC(=O)C(c2ccccc2)c2ccccc2)cc1,415.49,415.19,3.87,87.3,120.25,0.16,0.5342,31,3,3,6,3,3,0,6,181.2,0.326,0.269,12.946,-0.559,18,0.5806,0,0,0,0,0,0,0,0,3,993.127,1.666,9447851.249,-3.93,21.771,10.205,5.791,0,0
CC(C)C(=O)Nc1ccc(C(=O)NNC(=O)CCCOc2ccc(Cl)cc2Cl)cc1,452.34,451.11,4.21,96.53,116.71,0.2857,0.4131,30,3,4,8,2,2,0,9,184.6,0.492,0.269,12.107,-0.464,12,0.4,0,0,0,0,0,0,0,0,3,901.625,1.695,3266760.403,-2.77,23.508,11.424,7.572,0,0
CC(C)C(=O)Nc1ccc(Sc2ccc(F)cc2)cc1,289.38,289.09,4.57,29.1,80.43,0.1875,0.8928,20,1,2,4,2,2,0,4,121.95,0.326,0.226,12.816,-0.235,12,0.6,0,0,0,0,0,0,0,0,1,578.431,2.009,32249.966,-1.81,14.596,6.569,4.099,0,0
CC(C)C(=O)Nc1sc2c(c1-c1nc3ccccc3[nH]1)CCCC2,339.46,339.14,4.76,57.78,99.52,0.3684,0.7223,24,2,3,3,4,3,0,5,144.86,0.338,0.227,12.246,-0.035,14,0.5833,0,0,1,0,2,2,0,0,1,873.618,1.85,549400.644,-2.14,15.391,6.056,2.627,0,0
CC(C)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)NC1=NCCS1,363.53,363.2,2.56,70.56,100.28,0.8421,0.8064,25,2,4,4,5,0,0,6,153.73,0.344,0.248,13.227,-0.482,0,0.0,0,0,5,4,1,0,1,0,2,566.192,1.446,662858.804,-1.04,17.378,6.6,3.339,1,1
CC(C)C(NC(=O)C1CCCCC1)C(=O)NCc1ccccn1,317.43,317.21,2.42,71.09,89.43,0.6111,0.8462,23,2,3,6,2,1,0,5,137.81,0.349,0.243,12.423,-0.492,6,0.2609,0,0,1,1,1,1,0,0,2,510.258,1.886,158612.69,-1.91,17.444,8.652,5.339,1,1
CC(C)C(NC(=O)OCc1ccccc1)C(=O)O,251.28,251.12,2.02,75.63,66.02,0.3846,0.8391,18,2,3,5,1,1,0,5,105.77,0.48,0.408,11.439,-1.068,6,0.3333,0,0,0,0,0,0,0,0,1,402.712,2.439,8635.777,-2.04,14.023,6.636,4.448,1,1
CC(C)C(NC(=O)c1ccc2c(c1)OCO2)C(=O)N/N=C\c1ccco1,357.37,357.13,1.91,102.16,93.1,0.2778,0.6073,26,2,6,6,3,2,0,8,149.71,0.463,0.262,12.483,-0.748,11,0.4231,0,0,1,0,2,1,1,0,2,814.239,1.635,1113074.473,-3.29,17.53,7.729,4.025,1,1
CC(C)C(NS(=O)(=O)c1cccs1)C(=O)NCCN1CCN(c2ccccc2)CC1,450.63,450.18,1.99,81.75,121.37,0.4762,0.6107,30,2,6,9,3,2,0,9,182.68,0.369,0.25,12.649,-3.692,11,0.3667,0,0,1,1,2,1,1,1,1,893.597,1.448,6530427.121,-1.94,22.739,10.388,6.038,1,1
CC(C)C(NS(=O)(=O)c1cccs1)C(=O)Nc1nc(C(C)(C)C)cs1,401.58,401.09,3.44,88.16,102.71,0.5,0.7759,25,2,6,6,2,2,0,9,156.3,0.301,0.25,12.592,-3.726,10,0.4,0,0,0,0,2,2,0,0,1,818.427,2.147,277406.624,-1.29,20.027,7.527,5.098,1,1
CC(C)C(O)(C#CCN1CCCC1)c1ccccc1.Cl,293.84,293.15,3.05,23.47,85.87,0.5294,0.8661,20,1,2,3,2,1,0,3,128.15,0.373,0.153,10.842,-1.041,6,0.3,0,0,1,1,1,0,1,1,0,456.874,0.0,28923.115,-1.01,17.043,7.688,3.991,1,1
CC(C)C12CCC(C(=O)O)C(C1)C(=O)O2,212.24,212.1,1.44,63.6,52.13,0.8182,0.7033,15,1,3,2,2,0,0,4,88.61,0.481,0.31,11.595,-0.865,0,0.0,0,0,2,2,1,0,1,1,0,309.71,2.242,2503.959,-1.06,10.458,3.219,1.427,3,3
CC(C)C12CN3CC(C(C)C)(CN(C1)C3c1cccnc1)C2=O,313.45,313.22,2.58,36.44,89.67,0.6842,0.8593,23,0,4,3,5,1,0,4,138.42,0.298,0.15,13.478,-0.195,6,0.2609,0,0,4,4,5,1,4,4,0,578.762,1.797,192378.791,-1.26,15.278,4.869,1.85,0,0
CC(C)C1=C[C@@]23CC[C@H]4[C@](C)(C(=O)O)CCC[C@]4(C)[C@@H]2C[C@@H]1[C@@H](C(=O)O)[C@@H]3C(=O)O,418.53,418.24,4.3,111.9,109.63,0.7917,0.5871,30,3,3,4,5,0,0,6,177.29,0.481,0.309,12.499,-1.019,0,0.0,0,0,5,3,0,0,0,0,0,829.553,1.894,3305813.886,-1.85,21.385,6.572,2.512,8,0
CC(C)C1=Nc2cccc3cccc(c23)N1.Cl,246.74,246.09,4.37,24.39,76.75,0.2143,0.7938,17,1,2,1,3,2,0,3,107.17,0.343,0.109,4.669,0.0,10,0.5882,0,0,1,0,1,0,1,0,0,582.542,0.0,6969.474,-1.54,11.931,4.379,1.89,0,0
CC(C)C1NC(=S)N(Cc2ccccc2)C1=O,248.35,248.1,1.93,32.34,71.35,0.3846,0.8296,17,1,2,3,2,1,0,4,106.81,0.35,0.251,12.138,-0.175,6,0.3529,0,0,1,1,1,0,1,1,1,430.305,2.121,8550.853,-1.42,12.048,4.836,2.467,1,1
CC(C)CC(=O)N1CCC(O)(CS(=O)(=O)Cc2ccc(Cl)cc2)CC1,387.93,387.13,2.65,74.68,99.16,0.6111,0.8138,25,1,4,6,2,1,0,7,154.45,0.389,0.222,12.446,-3.459,6,0.24,0,0,1,1,1,0,1,1,1,692.291,1.93,204146.663,-1.11,20.205,8.06,6.278,0,0
CC(C)CC(=O)N1CCC(O)(CS(=O)(=O)Cc2ccccc2)CC1,353.48,353.17,2.0,74.68,94.15,0.6111,0.8487,24,1,4,6,2,1,0,6,144.15,0.389,0.222,12.394,-3.403,6,0.25,0,0,1,1,1,0,1,1,1,646.856,1.921,142274.701,-1.4,18.932,7.657,5.598,0,0
CC(C)CC(=O)N1CCN(Cc2cccc(F)c2)CC1,278.37,278.18,2.52,23.55,77.71,0.5625,0.8447,20,0,2,4,2,1,0,4,119.92,0.34,0.222,13.139,-0.187,6,0.3,0,0,1,1,1,0,1,1,1,453.545,1.808,30376.862,-1.42,14.978,6.84,4.304,0,0
CC(C)CC(=O)NC(Sc1ccc(Cl)cc1)C(Cl)(Cl)Cl,375.15,372.96,5.29,29.1,88.98,0.4615,0.4305,20,1,2,5,1,1,0,7,143.03,0.34,0.221,11.833,-1.6,6,0.3,0,0,0,0,0,0,0,0,1,444.68,2.749,14710.56,0.2,18.25,7.997,6.771,1,1
CC(C)CC(=O)NC1(C(F)(F)F)C(=O)N(Cc2ccccc2)C2=C1C(=O)CC(C)(C)C2,436.47,436.2,4.14,66.48,108.42,0.5217,0.7547,31,1,3,5,3,1,0,8,179.23,0.425,0.33,14.564,-5.167,6,0.1935,0,0,2,0,1,0,1,0,2,935.135,2.174,3754172.258,-2.64,23.032,7.803,4.119,1,1
CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@H](O)CC(=O)O)C(C)C)C(C)C,685.9,685.46,1.47,223.26,182.25,0.8235,0.0825,48,8,8,22,0,0,0,14,285.88,0.481,0.306,13.495,-1.333,0,0.0,0,0,0,0,0,0,0,0,5,1063.604,5.604,2863224052.05,-3.26,44.74,21.657,17.766,7,0
CC(C)CC(=O)Nc1ccccc1-c1nnn(CC(=O)N2CCc3ccccc3C2)n1,418.5,418.21,2.91,93.01,116.9,0.3478,0.6644,31,1,6,6,4,3,0,8,180.81,0.336,0.246,12.778,-0.06,17,0.5484,0,0,1,0,2,1,1,0,2,1090.931,1.444,14008815.272,-3.55,20.712,9.074,4.962,0,0
CC(C)CC(C(=O)NCC1CCCO1)N(C(=O)Cn1nnc(-c2ccc(F)cc2)n1)c1cccc(C(F)(F)F)c1,562.57,562.23,4.24,102.24,137.37,0.4444,0.3712,40,1,7,10,4,3,0,13,228.04,0.416,0.376,13.714,-4.655,17,0.425,0,0,1,1,2,1,1,1,2,1306.098,1.647,752515622.089,-3.87,29.121,12.538,7.404,2,2
CC(C)CC(C(=O)NCC1CCCO1)N(C(=O)Cn1nnc(-c2ccc(F)cc2)n1)c1ccccc1F,512.56,512.23,3.36,102.24,132.32,0.4231,0.4471,37,1,7,10,4,3,0,11,213.34,0.376,0.251,14.963,-0.967,17,0.4595,0,0,1,1,2,1,1,1,2,1211.031,1.594,244231134.589,-3.73,26.336,12.004,6.733,2,2
CC(C)CC(C(=O)OCC(=O)Nc1ncc(Cl)cc1Cl)N1C(=O)c2ccccc2C1=O,464.31,463.07,3.58,105.67,114.03,0.2857,0.4962,31,1,6,7,3,2,0,10,188.03,0.454,0.329,12.769,-1.155,12,0.3871,0,0,1,0,2,1,1,0,3,1022.061,1.701,6739701.67,-2.97,22.709,9.447,5.029,1,1
CC(C)CC(c1nnnn1C(C)C)N1CCN(c2ccccc2)CC1,342.49,342.25,3.16,50.08,100.63,0.6316,0.8069,25,0,6,6,3,2,0,6,150.37,0.369,0.168,4.39,0.283,11,0.44,0,0,1,1,2,1,1,1,0,642.944,1.737,651694.864,-1.95,17.86,7.953,4.18,1,1
CC(C)CC1NC(=S)N(C2CCCCC2)C1=O,254.4,254.15,2.45,32.34,72.7,0.8462,0.7852,17,1,2,3,2,0,0,4,108.94,0.35,0.251,12.327,-0.079,0,0.0,0,0,2,2,1,0,1,1,1,310.541,2.023,8193.189,-0.64,12.808,5.338,2.788,1,1
CC(C)CCC(=O)O.C[C@]12CCC[C@@H]1[C@@H]1C(=O)C[C@H]3CC(=O)CC[C@@]3(C)[C@H]1CC2=O,418.57,418.27,4.85,88.51,113.84,0.84,0.7074,30,1,4,3,4,0,0,5,179.92,0.481,0.303,12.901,-0.696,0,0.0,0,0,4,4,0,0,0,0,0,725.051,0.0,3476438.5,-1.52,23.15,8.547,4.135,6,0
CC(C)CCC1(CCN)C(=O)NC(=O)NC1=O,241.29,241.14,0.12,101.29,61.86,0.7273,0.595,17,3,4,5,1,0,0,6,100.31,0.33,0.328,11.891,-1.188,0,0.0,0,0,1,1,1,0,1,1,4,318.853,2.909,4233.621,-1.43,13.634,5.267,2.82,0,0
CC(C)CCC1(CN2CCCC2=O)C(=O)NC(=O)NC1=O,295.34,295.15,0.4,95.58,74.0,0.7143,0.7175,21,2,4,5,2,0,0,7,122.98,0.341,0.328,12.313,-1.363,0,0.0,0,0,2,2,2,0,2,2,5,466.611,2.242,46398.654,-1.92,15.468,5.829,3.061,0,0
CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H]([C@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](C(C)C)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCN)NC1=O)[C@H](C)O,1155.45,1154.75,-5.97,490.66,300.82,0.7885,0.0341,81,18,18,27,1,0,0,29,475.46,0.391,0.245,14.387,-1.689,0,0.0,0,0,1,1,1,0,1,1,11,2047.199,3.797,21985250847624220,-6.11,72.903,38.568,27.017,12,0
CC(C)CCN1C(=O)c2ccc(-c3nc4ccccc4c(=O)o3)cc2C1=O,362.39,362.13,3.5,80.48,100.54,0.2381,0.6637,27,0,5,4,4,3,0,6,154.99,0.403,0.347,12.675,-0.489,16,0.5926,0,0,1,0,2,1,1,0,2,1130.475,1.743,1689021.794,-3.28,17.15,6.464,2.928,0,0
CC(C)CCN1CC(C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1=O,361.46,361.22,2.37,43.86,99.34,0.6,0.8088,26,0,3,5,3,1,0,6,154.3,0.368,0.228,13.054,-0.24,6,0.2308,0,0,2,2,2,0,2,2,2,638.961,1.505,873136.338,-2.11,18.674,8.06,4.345,1,1
CC(C)CCNC(=O)C12CN(Cc3ccccc3)CC1C(c1cccc([N+](=O)[O-])c1)=NO2,436.51,436.21,3.36,97.07,121.12,0.4167,0.5055,32,1,6,8,4,2,0,8,186.94,0.377,0.27,13.336,-1.133,12,0.375,1,1,2,1,2,0,2,1,1,1023.669,1.598,20494684.836,-3.26,21.953,9.079,4.361,2,2
CC(C)CCNC(=O)CN(C(=O)Cn1nnc(-c2ccccc2F)n1)c1cccc2c1CCCC2,478.57,478.25,3.55,93.01,131.11,0.4231,0.5077,35,1,6,9,4,3,0,9,204.07,0.355,0.251,14.115,-0.464,17,0.4857,0,0,1,0,1,1,0,0,2,1192.09,1.559,92286535.21,-3.62,24.503,11.204,6.091,0,0
CC(C)CCNC(=O)Cc1ccccc1[N+](=O)[O-],250.3,250.13,2.3,72.24,69.27,0.4615,0.6216,18,1,3,6,1,1,0,5,106.35,0.356,0.273,11.635,-0.462,6,0.3333,1,1,0,0,0,0,0,0,1,429.999,2.564,8132.012,-1.91,14.152,6.735,4.528,0,0
CC(C)CCNC(=S)NC1CCCC1,214.38,214.15,2.44,24.06,65.45,0.9091,0.703,14,2,1,4,1,0,0,3,92.84,0.363,0.166,5.22,0.633,0,0.0,0,0,1,1,0,0,0,0,0,174.126,2.032,1699.269,-0.31,11.763,6.226,4.796,0,0
CC(C)CCNC1=NCCCCC1,182.31,182.18,2.59,24.39,58.23,0.9091,0.7125,13,1,2,3,1,0,0,2,81.83,0.374,0.096,4.526,0.791,0,0.0,0,0,1,0,1,0,1,0,0,161.473,2.147,1001.506,-0.53,10.55,6.005,4.913,0,0
CC(C)CCNc1ncnc2[nH]ncc12,205.27,205.13,1.81,66.49,59.63,0.5,0.7985,15,2,4,4,2,2,0,5,88.32,0.369,0.16,4.194,0.694,9,0.6,0,0,0,0,2,2,0,0,0,434.06,2.1,4092.394,-1.65,9.888,4.249,2.231,0,0
CC(C)CCOc1ccc(NC(=O)C2OC3OC(C)(C)OC3C3OC(C)(C)OC23)cc1,435.52,435.23,3.45,84.48,112.54,0.6957,0.7326,31,1,7,6,4,1,0,8,183.01,0.494,0.256,13.104,-0.896,6,0.1935,0,0,3,3,3,0,3,3,1,791.62,1.427,7351599.321,-1.71,22.483,8.331,5.039,5,5
CC(C)CCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,393.52,393.16,4.2,85.83,114.39,0.2857,0.5139,28,2,6,6,4,4,0,7,166.96,0.384,0.257,12.995,-0.219,18,0.6429,0,0,0,0,3,3,0,0,1,1130.829,1.797,3571790.231,-2.93,18.434,7.595,3.45,0,0
CC(C)CCn1c(Oc2ccccc2Cl)nc2c1c(=O)n(C)c(=O)n2C,376.84,376.13,2.93,71.05,101.2,0.3889,0.686,26,0,7,5,3,3,0,8,154.96,0.424,0.332,12.707,-0.43,15,0.5769,0,0,0,0,2,2,0,0,0,1078.455,2.242,708106.149,-2.54,18.257,6.993,3.143,0,0
CC(C)CCn1nnnc1C(c1ccc(F)cc1)N1CCN(C(=O)c2ccco2)CC1,426.5,426.22,3.0,80.29,111.7,0.4545,0.5779,31,0,7,7,4,3,0,9,180.18,0.459,0.289,13.586,-0.282,16,0.5161,0,0,1,1,3,2,1,1,1,977.867,1.556,17179707.337,-3.07,21.173,9.383,4.82,1,1
CC(C)CN(CC#N)CC(C)C,168.28,168.16,2.12,27.03,51.73,0.9,0.5879,12,0,2,5,0,0,0,2,76.18,0.29,0.087,8.571,0.566,0,0.0,0,0,0,0,0,0,0,0,0,134.408,3.793,279.235,-0.55,11.45,6.021,6.179,0,0
CC(C)CN(CC(C)C)C1=N/C(=C\c2ccco2)C(=O)N1c1ccccc1,365.48,365.21,4.64,49.05,109.3,0.3636,0.701,27,0,4,6,3,2,0,5,160.54,0.465,0.284,13.193,-0.134,11,0.4074,0,0,1,0,2,1,1,0,1,810.507,2.041,1506991.807,-2.82,18.956,8.249,4.48,0,0
CC(C)CN1CC2(CCN(C(=O)Oc3ccccc3)CC2)C1,302.42,302.2,3.24,32.78,86.98,0.6111,0.8591,22,0,3,3,3,1,0,4,132.59,0.415,0.41,12.188,-0.209,6,0.2727,0,0,2,2,2,0,2,2,1,499.078,1.453,89373.777,-1.55,15.35,6.288,3.434,0,0
CC(C)CN1CC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,304.41,304.2,3.02,23.55,85.25,0.6111,0.8568,22,0,2,3,3,1,0,4,131.65,0.339,0.253,13.252,-0.345,6,0.2727,0,0,2,2,2,0,2,2,1,541.773,1.533,79703.637,-1.42,15.475,5.994,3.167,0,0
CC(C)CN1CC2(CCN(C(=O)c3ccco3)CC2)C1,276.38,276.18,2.47,36.69,77.56,0.6875,0.8507,20,0,3,3,3,1,0,4,120.27,0.459,0.289,12.21,0.045,5,0.25,0,0,2,2,3,1,2,2,1,450.831,1.498,43669.798,-1.29,13.682,5.243,2.615,0,0
CC(C)CN1CC2(CCN(C(=O)c3ccncc3)CC2)C1,287.41,287.2,2.28,36.44,83.09,0.6471,0.8555,21,0,3,3,3,1,0,4,126.7,0.339,0.253,12.415,0.158,6,0.2857,0,0,2,2,3,1,2,2,1,484.017,1.513,57304.525,-1.42,14.514,5.758,3.102,0,0
