Drug,IUPAC_Name,MolecularFormula
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",C45H54N4O8
CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1,N-[3-acetyl-4-[(2S)-2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]butanamide,C18H28N2O4
CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(=O)CC,"[(2S,3S,4R,6S)-6-[(2R,3S,4R,5R,6S)-6-[[(4R,5S,6S,7R,9R,10R,16R)-4,10-dihydroxy-5-methoxy-9,16-dimethyl-2-oxo-7-(2-oxoethyl)-1-oxacyclohexadeca-11,13-dien-6-yl]oxy]-4-(dimethylamino)-5-hydroxy-2-methyloxan-3-yl]oxy-2,4-dimethyl-4-propanoyloxyoxan-3-yl] butanoate",C42H69NO15
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,"2-(diethylamino)ethyl 2,2-diphenylpentanoate",C23H31NO2
CCCC(CCC)C(=O)O,2-propylpentanoic acid,C8H16O2
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,C24H29N5O3
CCCCC/N=C(\N)N/N=C\c1c[nH]c2ccc(CO)cc12,1-[(Z)-[5-(hydroxymethyl)-1H-indol-3-yl]methylideneamino]-2-pentylguanidine,C16H23N5O
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",C25H28N6O
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,"4-butyl-1,2-diphenylpyrazolidine-3,5-dione",C19H20N2O2
CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,N-[4-[(1R)-4-[ethyl(heptyl)amino]-1-hydroxybutyl]phenyl]methanesulfonamide,C20H36N2O3S
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,"(4R)-4-[(3,4-dichlorobenzoyl)amino]-5-[3-methoxypropyl(pentyl)amino]-5-oxopentanoic acid",C21H30Cl2N2O5
CCCCN(CCCC)CC[C@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,"(1S)-3-(dibutylamino)-1-[1,3-dichloro-6-(trifluoromethyl)phenanthren-9-yl]propan-1-ol",C26H30Cl2F3NO
CCCCN(CCCC)C[C@@H](O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C\c1ccc(Cl)cc1,"(1S)-2-(dibutylamino)-1-[(9E)-2,7-dichloro-9-[(4-chlorophenyl)methylidene]fluoren-4-yl]ethanol",C30H32Cl3NO
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"(2S)-1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide",C18H28N2O
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1-butyl-3-(4-methylphenyl)sulfonylurea,C12H18N2O3S
CCCCOC(=O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,butyl 2-oxo-2-[3-(2H-tetrazol-5-yl)anilino]acetate,C13H15N5O3
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol,C22H23ClN6O
CCCCc1ncc(/C=C(/Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,4-[[2-butyl-5-[(Z)-2-carboxy-3-thiophen-2-ylprop-1-enyl]imidazol-1-yl]methyl]benzoic acid,C23H24N2O4S
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone",C25H29I2NO3
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,"2-[6-chloro-2-(4-chlorophenyl)imidazo[1,2-a]pyridin-3-yl]-N,N-dipropylacetamide",C21H23Cl2N3O
CCCN(CCC)CCc1cccc2c1CC(=O)N2,"4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one",C16H24N2O
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,4-(dipropylsulfamoyl)benzoic acid,C13H19NO4S
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide",C17H26N2O
CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,"(5aR,9aR)-6-propyl-5a,7,8,9,9a,10-hexahydro-5H-pyrido[2,3-g]quinazolin-2-amine",C14H22N4
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,"(6aR,9R,10aR)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",C19H26N2S
CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,1-[2-[(2S)-2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenylpropan-1-one,C21H27NO3
CCCN[C@H]1CCc2nc(N)sc2C1,"(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine",C10H17N3S
CCCO,propan-1-ol,C3H8O
CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,"bis(2-propoxyethyl) 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C25H34N2O8
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,methyl N-(6-propylsulfanyl-1H-benzimidazol-2-yl)carbamate,C12H15N3O2S
CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,"5-ethyl-5-[(2R)-pentan-2-yl]-1,3-diazinane-2,4,6-trione",C11H18N2O3
CCC[C@@H]1C[C@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,"(2R,4R)-N-[(1S,2S)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",C18H33ClN2O5S
CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,[(2S)-2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate,C12H24N2O4
CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)=C(O)O1,N-[3-[(1R)-1-[(2R)-4-hydroxy-6-oxo-2-(2-phenylethyl)-2-propyl-3H-pyran-5-yl]propyl]phenyl]-5-(trifluoromethyl)pyridine-2-sulfonamide,C31H33F3N2O5S
CCC[C@H]1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,"(2R)-5-(dimethylamino)-9-methyl-2-propylpyrazolo[1,2-a][1,2,4]benzotriazine-1,3-dione",C16H20N4O2
CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"(1S,2S,4R,6S,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C25H34O6
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoic acid,C33H30N4O2
CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,"5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,5-d]pyrimidin-7-one",C22H30N6O4S
CCN(CC)C(=O)/C(C#N)=C\c1cc(O)c(O)c([N+](=O)[O-])c1,"(Z)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide",C14H15N3O5
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"3-[(6aR,9S)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",C20H26N4O
CCN(CC)C(=O)N1CCN(C)CC1,"N,N-diethyl-4-methylpiperazine-1-carboxamide",C10H21N3O
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,"cis-(1R,2S)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide",C15H22N2O
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"3-[(6aR,9S,10aR)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",C20H28N4O
CCN(CC)C(=S)SSC(=S)N(CC)CC,"diethylcarbamothioylsulfanyl N,N-diethylcarbamodithioate",C10H20N2S4
CCN(CC)CC(=O)Nc1c(C)cccc1C,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",C14H22N2O
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,"N'-(2,3-dihydro-1H-inden-2-yl)-N,N-diethyl-N'-phenylpropane-1,3-diamine",C22H30N2
CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,"(4R)-4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine",C23H30ClN3O
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one",C21H23ClFN3O
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,"(4S)-4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine",C18H26ClN3
CCN(CC)CCNC(=O)c1ccc(N)cc1,4-amino-N-[2-(diethylamino)ethyl]benzamide,C13H21N3O
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,C14H22ClN3O2
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,4-[(7-chloroquinolin-4-yl)amino]-2-(diethylaminomethyl)phenol,C20H22ClN3O
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)C=C(C)C=CCNC(=O)C=C[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,"(6R,7S,10R,11R,21S)-6-[2-(diethylamino)ethylsulfonyl]-21-hydroxy-11,19-dimethyl-10-propan-2-yl-9,26-dioxa-3,15,28-triazatricyclo[23.2.1.03,7]octacosa-1(27),12,17,19,25(28)-pentaene-2,8,14,23-tetrone",C34H50N4O9S
CCN(CC)c1cc(C)nc2ncnn12,"N,N-diethyl-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",C10H15N5
CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,2-[[(4S)-4-[(7-chloroquinolin-4-yl)amino]pentyl]-ethylamino]ethanol,C18H26ClN3O
CCN1C(=O)N[C@H](c2ccccc2)C1=O,"(5R)-3-ethyl-5-phenylimidazolidine-2,4-dione",C11H12N2O2
CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,N-[[(2R)-1-ethylpyrrolidin-2-yl]methyl]-2-methoxy-5-sulfamoylbenzamide,C15H23N3O4S
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,"3-bromo-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2,6-dimethoxybenzamide",C16H23BrN2O3
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,"(4R)-4-(ethylamino)-2-(3-methoxypropyl)-1,1-dioxo-3,4-dihydrothieno[3,2-e]thiazine-6-sulfonamide",C12H21N3O5S3
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,(2R)-N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine,C12H16F3N
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,"(4S,6S)-4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide",C10H16N2O4S3
CCO,ethanol,C2H6O
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,C15H21NO2
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,ethyl 2-(4-chlorophenoxy)-2-methylpropanoate,C12H15ClO3
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,"5-O-ethyl 3-O-methyl (4S)-4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",C18H19Cl2NO4
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,"5-O-ethyl 3-O-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C18H20N2O6
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C\C(=O)OC(C)(C)C,"diethyl 2,6-dimethyl-4-[2-[(Z)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate",C26H33NO6
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc2c1OCO2,"5-O-ethyl 3-O-methyl (4S)-4-(1,3-benzodioxol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",C19H21NO6
CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC,diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate,C10H19O6PS2
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,"3-O-ethyl 5-O-methyl (4S)-2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate",C20H25ClN2O5
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,ethyl N-[10-(3-morpholin-4-ylpropanoyl)phenothiazin-2-yl]carbamate,C22H25N3O4S
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate",C22H23ClN2O2
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,(2S)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid,C20H28N2O5
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,"2-[2,3-dihydro-1H-inden-2-yl-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]amino]acetic acid",C26H32N2O5
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,ethyl 3-[(1R)-1-phenylethyl]imidazole-4-carboxylate,C14H16N2O2
CCOC(=O)n1ccn(C)c1=S,ethyl 3-methyl-2-sulfanylideneimidazole-1-carboxylate,C7H10N2O2S
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,"1-(2-ethoxyethyl)-2-(4-methyl-1,4-diazepan-1-yl)benzimidazole",C17H26N4O
CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,"1-[4-amino-2-(ethoxymethyl)imidazo[4,5-c]quinolin-1-yl]-2-methylpropan-2-ol",C17H22N4O2
CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,"6-benzyl-1-(ethoxymethyl)-5-propan-2-ylpyrimidine-2,4-dione",C17H22N2O3
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,"diethoxy-sulfanylidene-[(3,5,6-trichloro-2-pyridinyl)oxy]-lambda5-phosphane",C9H11Cl3NO3PS
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,C10H14NO5PS
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid,C27H36N2O4
CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CN(Cc2ccc(F)cc2)CCO1,4-amino-5-chloro-2-ethoxy-N-[[(2R)-4-[(4-fluorophenyl)methyl]morpholin-2-yl]methyl]benzamide,C21H25ClFN3O3
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,"(4R,4aR,7S,7aR,12bS)-9-ethoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",C19H23NO3
CCOc1ccc(NC(C)=O)cc1,N-(4-ethoxyphenyl)acetamide,C10H13NO2
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,"(2S,5R,6R)-6-[(2-ethoxynaphthalene-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C21H22N2O5S
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,5-[(2R)-2-[2-(2-ethoxyphenoxy)ethylamino]propyl]-2-methoxybenzenesulfonamide,C20H28N2O5S
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,(2R)-2-[(R)-(2-ethoxyphenoxy)-phenylmethyl]morpholine,C19H23NO3
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid,C24H20N6O3
CC[C@@H](c1ccc(O)c(F)c1)[C@H](C)c1ccc(O)c(F)c1,"2-fluoro-4-[(2S,3R)-3-(3-fluoro-4-hydroxyphenyl)pentan-2-yl]phenol",C17H18F2O2
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1-(2-ethylsulfonylethyl)-2-methyl-5-nitroimidazole,C8H13N3O4S
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,"(3S,4R)-3-ethyl-4-[(3-methylimidazol-4-yl)methyl]oxolan-2-one",C11H16N2O2
CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,"N-[(3S,6S,12S,15S,16R,19S,22S,25R)-25-[[(3S)-1-azabicyclo[2.2.2]octan-3-yl]sulfanylmethyl]-3-[[4-(dimethylamino)phenyl]methyl]-12-ethyl-4,16-dimethyl-2,5,11,14,18,21,24-heptaoxo-19-phenyl-17-oxa-1,4,10,13,20-pentazatricyclo[20.4.0.06,10]hexacosan-15-yl]-3-hydroxypyridine-2-carboxamide",C53H67N9O10S
CC[C@@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O,,C20H26N2O2
CC[C@@]1(c2ccncc2)CCC(=O)NC1=O,"(3S)-3-ethyl-3-pyridin-4-ylpiperidine-2,6-dione",C12H14N2O2
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[(1S,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate",C23H34O5
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate",C24H36O5
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,"2-[(2S)-butan-2-yl]-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",C35H38Cl2N8O4
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,"(3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",C23H36O7
CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,4-hydroxy-3-[(1R)-1-phenylpropyl]chromen-2-one,C18H16O3
CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,"(S)-[(2R,4S,5R)-5-ethyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",C20H26N2O2
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,"(3R,4S,5S,6R,7R,9R,10E,11S,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-10-(2-methoxyethoxymethoxyimino)-3,5,7,9,11,13-hexamethyl-oxacyclotetradecan-2-one",C41H76N2O15
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",C37H67NO13
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",C38H72N2O12
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,"(1R,2R,3R,6R,7S,8S,9R,10R,12R,13S,15R,17S)-9-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-3-ethyl-2,10-dihydroxy-7-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-15-(2-methoxyethoxymethyl)-2,6,8,10,12,17-hexamethyl-4,16-dioxa-14-azabicyclo[11.3.1]heptadecan-5-one",C42H78N2O14
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"(3R,4S,5S,6R,7R,9S,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-9-fluoro-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",C37H66FNO13
