Drug,IUPAC_Name,MolecularFormula
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,"(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",C20H28O2
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,"(6R,7R)-7-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C16H17N3O5S
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,"(6R,7R)-7-[[(2R)-2-amino-2-phenylacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C16H17N3O4S
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,2-[(3Z)-6-fluoro-2-methyl-3-[(4-methylsulfinylphenyl)methylidene]inden-1-yl]acetic acid,C20H17FO3S
CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O,"(1S,5R)-5-(2-hydroxypropan-2-yl)-2-methylcyclohex-2-en-1-ol",C10H18O2
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,"7-chloro-3-methyl-4H-1lambda6,2,4-benzothiadiazine 1,1-dioxide",C8H7ClN2O2S
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,"1-(2,4-difluorophenyl)-6-fluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid",C21H18F3N3O3
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",C18H20FN3O4
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,"4-chloro-N-(2-methyl-2,3-dihydroindol-1-yl)-3-sulfamoylbenzamide",C16H16ClN3O3S
CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,"(6R,7R)-7-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-8-oxo-3-prop-1-enyl-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C18H19N3O5S
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,"6-(dimethylamino)-4,4-diphenylheptan-3-one",C21H27NO
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1-[4-(3-hydroxyphenyl)-1-methylpiperidin-4-yl]propan-1-one,C15H21NO2
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,N-[1-[2-(4-ethyl-5-oxotetrazol-1-yl)ethyl]-4-(methoxymethyl)piperidin-4-yl]-N-phenylpropanamide,C21H32N6O3
CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,"(2S,4S)-4-cyclohexyl-1-[2-[[(1S)-2-methyl-1-propanoyloxypropoxy]-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid",C30H46NO7P
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1-[10-[2-(dimethylamino)propyl]phenothiazin-2-yl]propan-1-one,C20H24N2OS
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide,C22H28N2O
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,2-[4-(3-oxo-1H-isoindol-2-yl)phenyl]butanoic acid,C18H17NO3
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate",C25H38O5
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,"2-butan-2-yl-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",C35H38Cl2N8O4
CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,"(6aR,9R)-N-(1-hydroxybutan-2-yl)-4,7-dimethyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide",C21H27N3O2
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,"5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione",C11H18N2O3
CCC1(c2cccc(O)c2)CCCCN(C)C1,3-(3-ethyl-1-methylazepan-3-yl)phenol,C15H23NO
CCC1(c2ccccc2)C(=O)NCNC1=O,"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione",C12H14N2O2
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,"5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione",C12H12N2O3
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,4-ethyl-3-methyl-N-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxo-2H-pyrrole-1-carboxamide,C24H34N4O5S
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",C45H54N4O8
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,N-[3-acetyl-4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]butanamide,C18H28N2O4
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,"5-ethyl-5-pentan-2-yl-1,3-diazinane-2,4,6-trione",C11H18N2O3
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C25H34O6
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,C24H29N5O3
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",C25H28N6O
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,"methyl 7-[(1R,2R,3R)-3-hydroxy-2-[(E)-4-hydroxy-4-methyloct-1-enyl]-5-oxocyclopentyl]heptanoate",C22H38O5
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,"4-butyl-1,2-diphenylpyrazolidine-3,5-dione",C19H20N2O2
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,N-[4-[4-[ethyl(heptyl)amino]-1-hydroxybutyl]phenyl]methanesulfonamide,C20H36N2O3S
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,[1-hydroxy-3-[methyl(pentyl)amino]-1-phosphonopropyl]phosphonic acid,C9H23NO7P2
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,"7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentyl]heptanoic acid",C20H34O5
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1-butyl-3-(4-methylphenyl)sulfonylurea,C12H18N2O3S
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid,C17H20N2O5S
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol,C22H23ClN6O
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,4-[[2-butyl-5-[(E)-2-carboxy-3-thiophen-2-ylprop-1-enyl]imidazol-1-yl]methyl]benzoic acid,C23H24N2O4S
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone",C25H29I2NO3
CCCN(CCC)CCc1cccc2c1CC(=O)N2,"4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one",C16H24N2O
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,"(6aR,9R,10aR)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",C19H26N2S
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,4-(dipropylsulfamoyl)benzoic acid,C13H19NO4S
CCCN[C@H]1CCc2nc(N)sc2C1,"(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine",C10H17N3S
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1-[2-[2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenylpropan-1-one,C21H27NO3
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,"(2S,4R)-N-[2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",C18H33ClN2O5S
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",C18H34N2O6S
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,"(2S,3aS,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxopentan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid",C19H32N2O5
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,"9-ethyl-4,6-dioxo-10-propylpyrano[3,2-g]quinoline-2,8-dicarboxylic acid",C19H17NO7
CCCc1cc(=O)[nH]c(=S)[nH]1,6-propyl-2-sulfanylidene-1H-pyrimidin-4-one,C7H10N2OS
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoic acid,C33H30N4O2
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,"5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,5-d]pyrimidin-7-one",C22H30N6O4S
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,"N-[3-(3-cyanopyrazolo[1,5-a]pyrimidin-7-yl)phenyl]-N-ethylacetamide",C17H15N5O
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,C14H22N2O2
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,"(E)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide",C14H15N3O5
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,"2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide",C15H22N2O
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"3-[(6aR,9S)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",C20H26N4O
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"3-[(6aR,9S,10aR)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",C20H28N4O
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,"3-[3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl]-1,1-diethylurea",C20H33N3O4
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,4-(diethylamino)but-2-ynyl 2-cyclohexyl-2-hydroxy-2-phenylacetate,C22H31NO3
CCN(CC)CC(=O)Nc1c(C)cccc1C,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",C14H22N2O
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine",C18H26ClN3
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one",C21H23ClFN3O
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,"N'-(2,3-dihydro-1H-inden-2-yl)-N,N-diethyl-N'-phenylpropane-1,3-diamine",C22H30N2
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,4-amino-5-bromo-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,C14H22BrN3O2
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,C14H22ClN3O2
CCN(CC)CCNC(=O)c1ccc(N)cc1,4-amino-N-[2-(diethylamino)ethyl]benzamide,C13H21N3O
CCN(CC)c1cc(C)nc2ncnn12,"N,N-diethyl-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",C10H15N5
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2-[4-[(7-chloroquinolin-4-yl)amino]pentyl-ethylamino]ethanol,C18H26ClN3O
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,"1-ethyl-4-(2-morpholin-4-ylethyl)-3,3-diphenylpyrrolidin-2-one",C24H30N2O2
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,4-amino-N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide,C17H27N3O4S
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,C15H23N3O4S
CCNC(C)Cc1cccc(C(F)(F)F)c1,N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine,C12H16F3N
CCO,ethanol,C2H6O
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,ethyl 2-(4-chlorophenoxy)-2-methylpropanoate,C12H15ClO3
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,C15H21NO2
CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,ethyl 1-(3-hydroxy-3-phenylpropyl)-4-phenylpiperidine-4-carboxylate,C23H29NO3
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,"5-O-ethyl 3-O-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",C18H19Cl2NO4
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,"5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C18H20N2O6
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,"diethyl 2,6-dimethyl-4-[2-[(E)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate",C26H33NO6
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,"3-O-ethyl 5-O-methyl 2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate",C20H25ClN2O5
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,"ethyl (15S,19S)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18),16-pentaene-17-carboxylate",C22H26N2O2
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,ethyl 2-[[(1R)-1-cyclohexyl-2-[(2S)-2-[[4-[(Z)-N'-hydroxycarbamimidoyl]phenyl]methylcarbamoyl]azetidin-1-yl]-2-oxoethyl]amino]acetate,C24H35N5O5
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,ethyl N-[2-amino-6-[(4-fluorophenyl)methylamino]-3-pyridinyl]carbamate,C15H17FN4O2
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,ethyl N-[10-(3-morpholin-4-ylpropanoyl)phenothiazin-2-yl]carbamate,C22H25N3O4S
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,"2-[2,3-dihydro-1H-inden-2-yl-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]amino]acetic acid",C26H32N2O5
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,(2S)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid,C20H28N2O5
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,"(3S)-2-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,4-dihydro-1H-isoquinoline-3-carboxylic acid",C25H30N2O5
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,"(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexahydro-2H-cyclopenta[b]pyrrole-2-carboxylic acid",C23H32N2O5
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,"(2S,3aR,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid",C24H34N2O5
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,"(4S,7S)-7-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]-6-oxo-1,2,3,4,7,8,9,10-octahydropyridazino[1,2-a]diazepine-4-carboxylic acid",C22H31N3O5
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,"2-[(3S)-3-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]-2-oxo-4,5-dihydro-3H-1-benzazepin-1-yl]acetic acid",C24H28N2O5
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,1-ethoxy-N-(3-morpholin-4-yloxadiazol-3-ium-5-yl)methanimidate,C9H14N4O4
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,"ethyl 8-fluoro-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylate",C15H14FN3O3
CCOC(=O)n1ccn(C)c1=S,ethyl 3-methyl-2-sulfanylideneimidazole-1-carboxylate,C7H10N2O2S
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid,C27H36N2O4
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,"(1Z)-1-[(3,4-diethoxyphenyl)methylidene]-6,7-diethoxy-3,4-dihydro-2H-isoquinoline",C24H31NO4
CCOc1ccc(NC(C)=O)cc1,N-(4-ethoxyphenyl)acetamide,C10H13NO2
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,"(2S,5R,6R)-6-[(2-ethoxynaphthalene-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C21H22N2O5S
CCOc1ccccc1OCC1CNCCO1,2-[(2-ethoxyphenoxy)methyl]morpholine,C13H19NO3
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,(2R)-2-[(R)-(2-ethoxyphenoxy)-phenylmethyl]morpholine,C19H23NO3
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,5-[(2R)-2-[2-(2-ethoxyphenoxy)ethylamino]propyl]-2-methoxybenzenesulfonamide,C20H28N2O5S
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid,C24H20N6O3
CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,N/A,C20H34AuO9PS
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1-(2-ethylsulfonylethyl)-2-methyl-5-nitroimidazole,C8H13N3O4S
CC[C@@H](C(N)=O)N1CCCC1=O,(2S)-2-(2-oxopyrrolidin-1-yl)butanamide,C8H14N2O2
CC[C@@H](CO)NCCN[C@@H](CC)CO,(2S)-2-[2-[[(2S)-1-hydroxybutan-2-yl]amino]ethylamino]butan-1-ol,C10H24N2O2
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,"(19S)-8-[(dimethylamino)methyl]-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione",C23H23N3O5
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate",C24H36O5
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,"(3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",C23H36O7
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,"(1S,2R,5R,7R,8R,9R,11R,13R,14R)-8-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-9-methoxy-1,5,7,9,11,13-hexamethyl-15-[4-(4-pyridin-3-ylimidazol-1-yl)butyl]-3,17-dioxa-15-azabicyclo[12.3.0]heptadecane-4,6,12,16-tetrone",C43H65N5O10
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,"(3R,4S,5S,6R,7R,9R,11S,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-10-(2-methoxyethoxymethoxyimino)-3,5,7,9,11,13-hexamethyl-oxacyclotetradecan-2-one",C41H76N2O15
