Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,473.41,472.12,7.49,42.21,138.14,0.1111,0.2749,33,1,4,4,5,3,0,6,202.06,0.354,0.09,6.173,0.13,26,0.7879,0,0,2,0,1,0,1,0,0,1469.64,1.803,37709572.449,-3.34,21.503,8.891,4.45,0,0
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.34,266.16,0.45,84.58,73.98,0.5,0.6377,19,3,4,8,1,1,0,5,113.31,0.491,0.221,10.747,-0.548,6,0.3158,0,0,0,0,0,0,0,0,1,390.182,2.346,13068.205,-1.59,15.467,7.759,6.785,1,1
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,307.43,307.21,2.39,50.72,88.33,0.6667,0.6164,22,2,4,11,2,1,0,4,133.38,0.491,0.119,9.803,-0.488,6,0.2727,0,0,1,1,0,0,0,0,0,414.845,1.603,159417.61,-1.1,17.257,9.132,7.251,1,1
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,325.45,325.23,2.37,59.95,91.83,0.6667,0.5778,23,2,5,12,1,1,0,5,139.5,0.491,0.119,9.8,-0.513,6,0.2609,0,0,0,0,0,0,0,0,0,405.988,2.197,97254.298,-1.14,19.906,11.404,10.285,1,1
CC(C)NCC(O)COc1cccc2[nH]ccc12,248.33,248.15,1.91,57.28,72.94,0.4286,0.7316,18,3,3,6,2,2,0,4,106.97,0.49,0.128,9.787,-0.499,9,0.5,0,0,0,0,1,1,0,0,0,493.255,1.914,16668.722,-1.52,12.925,5.887,3.244,1,1
CC(C)NCC(O)COc1cccc2ccccc12,259.35,259.16,2.58,41.49,78.59,0.375,0.8375,19,2,3,6,2,2,0,3,113.76,0.49,0.127,9.844,-0.499,10,0.5263,0,0,0,0,0,0,0,0,0,519.643,1.978,22327.727,-1.58,13.843,6.547,3.945,1,1
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,272.37,272.12,1.09,78.43,73.01,0.5,0.7241,18,3,4,6,1,1,0,6,108.28,0.387,0.229,11.026,-3.257,6,0.3333,0,0,0,0,0,0,0,0,0,468.601,2.646,6210.359,-1.11,14.949,6.173,5.483,1,1
CC(C)NC[C@H](O)COc1ccc(O)cc1,225.29,225.14,1.13,61.72,62.75,0.5,0.6789,16,3,4,6,1,1,0,4,95.87,0.508,0.119,9.577,-0.531,6,0.375,0,0,0,0,0,0,0,0,0,297.637,2.256,3389.084,-1.26,12.808,6.35,5.0,1,0
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,456.57,456.19,2.72,110.43,127.88,0.3636,0.5261,32,3,6,6,4,3,0,10,187.42,0.38,0.27,13.075,-3.36,15,0.4688,0,0,1,1,3,2,1,1,1,1229.447,1.451,15606298.707,-3.27,21.943,8.697,4.96,0,0
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.43,317.2,3.26,66.4,90.0,0.5789,0.8461,23,2,2,6,2,1,0,4,137.84,0.48,0.326,12.405,-0.974,6,0.2609,0,0,1,1,0,0,0,0,1,518.676,1.899,136742.072,-1.84,17.513,8.136,5.085,1,0
CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,332.46,332.22,2.85,46.53,93.51,0.65,0.6661,24,1,3,5,3,1,1,4,144.57,0.461,0.316,12.585,-0.572,6,0.25,1,0,2,2,2,0,2,2,0,557.507,1.665,286965.627,-1.39,17.434,6.849,2.976,5,2
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,558.65,558.25,6.31,111.79,157.25,0.2727,0.1628,41,4,5,12,4,4,0,8,238.46,0.481,0.305,14.048,-1.18,23,0.561,0,0,0,0,1,1,0,0,1,1467.261,1.891,1186797891.381,-4.27,29.706,13.391,7.279,2,0
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,720.96,720.31,5.91,145.78,196.9,0.4324,0.1062,50,4,9,17,4,4,0,13,302.06,0.444,0.407,13.867,-1.049,22,0.44,0,0,0,0,2,2,0,0,4,1617.497,1.464,99661659139.943,-4.33,38.472,19.166,12.218,4,0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,481.55,481.17,2.4,140.92,122.68,0.4091,0.4698,33,3,7,10,2,2,0,11,191.85,0.481,0.305,13.507,-3.651,12,0.3636,0,0,0,0,1,1,0,0,0,1119.696,2.611,7851796.58,-2.89,26.363,10.819,7.307,2,0
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.47,411.18,4.63,82.69,115.63,0.2917,0.5048,30,3,4,8,3,3,0,6,174.26,0.481,0.305,13.498,-1.13,15,0.5,0,0,0,0,1,1,0,0,0,1053.003,2.076,4553841.084,-2.96,21.742,9.238,4.777,2,0
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,281.44,281.21,4.99,12.03,91.69,0.4,0.8142,21,1,1,5,2,2,0,1,128.96,0.31,0.01,3.689,0.15,12,0.5714,0,0,0,0,0,0,0,0,0,485.27,2.214,47175.463,-1.6,15.783,6.907,5.019,1,1
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,328.41,328.18,2.14,95.58,93.81,0.3158,0.5968,24,4,4,8,2,2,0,5,141.68,0.507,0.252,11.248,-0.775,12,0.5,0,0,0,0,0,0,0,0,1,673.567,1.847,222954.572,-2.37,17.976,8.473,5.078,2,2
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,294.44,294.21,4.12,6.48,95.02,0.4,0.8366,22,0,2,4,3,2,0,2,133.92,0.341,0.044,2.534,0.62,12,0.5455,0,0,1,0,1,0,1,0,0,585.609,1.985,126062.961,-1.8,15.109,6.533,3.172,1,1
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,427.61,427.23,3.55,39.18,123.96,0.5,0.6173,30,1,6,9,4,2,0,6,184.17,0.394,0.07,8.798,0.107,12,0.4,0,0,2,1,2,0,2,1,0,765.043,1.315,9294363.374,-1.57,21.654,10.643,5.367,1,1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.43,284.13,4.24,6.48,87.16,0.2941,0.8322,20,0,3,3,3,2,0,3,124.95,0.338,0.055,2.45,0.499,12,0.6,0,0,1,0,1,0,1,0,0,563.944,2.032,47893.826,-1.45,13.529,5.505,2.434,1,1
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,303.36,303.15,2.06,92.95,84.01,0.2941,0.5631,22,5,5,6,2,2,0,5,129.04,0.508,0.119,10.103,-0.819,12,0.5455,0,0,0,0,0,0,0,0,0,592.306,1.868,72751.203,-2.24,16.136,7.154,4.648,2,2
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,239.75,239.11,3.3,29.1,68.13,0.4615,0.8205,16,1,2,3,1,1,0,3,102.0,0.303,0.179,12.053,-0.21,6,0.375,0,0,0,0,0,0,0,0,0,381.764,2.785,2302.595,-0.86,13.206,4.981,3.951,1,1
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,238.25,238.11,-1.19,82.05,61.9,0.5,0.7132,17,1,7,2,2,2,0,7,96.55,0.392,0.332,11.972,-0.589,9,0.5294,0,0,0,0,2,2,0,0,0,677.141,2.859,7284.819,-1.89,11.591,3.846,1.679,1,1
CC(S)C(=O)NCC(=O)O,163.2,163.03,-0.49,66.4,39.09,0.6,0.4915,10,3,3,3,0,0,0,5,64.02,0.48,0.322,10.596,-1.053,0,0.0,0,0,0,0,0,0,0,0,1,145.828,3.5,111.042,-0.71,9.29,4.161,4.197,1,1
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.52,371.22,6.0,12.47,119.58,0.2308,0.4506,28,0,2,8,3,3,0,2,168.65,0.492,0.119,5.871,0.692,18,0.6429,0,0,0,0,0,0,0,0,0,880.736,1.996,2692338.49,-2.84,19.909,9.911,5.114,0,0
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,339.37,339.1,-0.4,115.54,71.6,1.0,0.7386,22,1,8,3,3,0,0,10,128.73,0.343,0.333,11.099,-4.137,0,0.0,0,0,3,3,3,0,3,3,0,561.474,1.873,55495.759,-0.33,16.525,4.835,3.017,4,0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,434.5,434.21,2.27,93.06,108.53,0.75,0.6928,31,2,6,2,5,0,0,7,181.03,0.393,0.193,15.446,-1.372,0,0.0,0,0,5,4,1,0,1,1,0,909.746,1.616,7509644.746,-1.41,21.436,6.34,2.518,9,0
CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O,325.43,325.15,1.41,73.21,86.05,0.8,0.4824,22,1,4,3,3,0,0,7,134.49,0.48,0.327,12.303,-0.928,0,0.0,0,0,3,3,3,0,3,3,1,500.261,1.68,77377.303,-1.24,15.648,5.756,2.594,3,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,384.44,384.04,0.55,124.01,90.35,0.4667,0.5001,25,3,6,5,3,1,0,10,150.74,0.48,0.327,12.414,-1.4,5,0.2,0,0,2,2,3,1,2,2,2,747.213,1.767,330222.758,-2.07,17.743,6.025,2.785,4,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,365.41,365.1,0.02,132.96,90.69,0.4375,0.553,25,4,6,4,3,1,0,9,147.91,0.508,0.327,12.348,-1.057,6,0.24,0,0,2,2,2,0,2,2,2,735.791,1.704,291485.63,-2.26,17.559,5.921,2.827,4,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.41,349.11,0.32,112.73,89.03,0.4375,0.6749,24,3,5,4,3,1,0,8,143.12,0.48,0.327,12.334,-1.033,6,0.25,0,0,2,2,2,0,2,2,2,693.823,1.711,206112.986,-2.06,16.786,5.784,2.552,4,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O,375.41,375.1,1.67,135.47,93.99,0.4375,0.3491,26,2,5,5,3,1,0,10,152.91,0.48,0.327,12.575,-1.099,6,0.2308,1,1,2,2,2,0,2,2,2,808.118,1.776,555099.661,-2.71,18.092,6.545,2.867,4,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,461.5,461.14,0.09,148.15,113.48,0.45,0.4544,32,4,6,5,4,1,0,12,187.42,0.48,0.327,13.148,-1.145,6,0.1875,0,0,3,3,3,0,3,3,6,985.952,1.512,13295223.646,-3.28,21.933,8.006,3.636,4,0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,300.44,300.21,5.6,37.3,93.76,0.45,0.5296,22,1,1,5,1,0,0,2,134.18,0.478,0.328,10.534,-0.912,0,0.0,0,0,1,0,0,0,0,0,0,566.515,2.792,40499.073,-1.83,18.22,7.976,5.885,0,0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,363.4,363.09,0.15,132.96,90.39,0.3125,0.5597,25,4,6,4,3,1,0,9,147.23,0.508,0.352,12.324,-1.151,6,0.24,0,0,2,1,2,0,2,1,2,776.48,1.707,328694.87,-2.52,17.308,6.413,2.96,3,0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,347.4,347.09,0.44,112.73,88.73,0.3125,0.6816,24,3,5,4,3,1,0,8,142.43,0.477,0.352,12.311,-1.128,6,0.25,0,0,2,1,2,0,2,1,2,734.098,1.714,232419.899,-2.32,16.535,6.291,2.674,3,0
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,356.42,356.09,4.37,54.37,97.89,0.15,0.8852,25,1,2,4,3,2,0,5,147.52,0.481,0.307,13.656,-1.036,12,0.48,0,0,1,0,0,0,0,0,0,939.914,2.101,426585.374,-2.53,17.298,6.764,3.464,1,1
CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O,170.25,170.13,1.47,40.46,48.79,0.8,0.585,12,2,2,1,1,0,0,2,73.92,0.39,0.075,9.706,-0.668,0,0.0,0,0,1,0,0,0,0,0,0,188.505,2.654,347.981,-0.34,9.746,3.19,2.081,2,0
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,230.68,229.99,1.87,58.53,55.37,0.125,0.7404,14,1,3,0,2,1,0,6,86.66,0.342,0.286,11.55,-3.573,6,0.4286,0,0,1,0,1,0,1,0,0,522.143,2.728,1297.411,-1.07,9.484,2.963,1.486,0,0
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,417.39,417.13,2.9,74.57,106.06,0.2381,0.6857,30,2,5,3,4,3,0,9,168.71,0.477,0.341,14.929,-1.529,16,0.5333,0,0,1,1,2,1,1,1,0,1225.568,2.028,5109162.132,-3.33,19.964,7.49,3.41,1,1
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.37,361.14,1.54,75.01,95.04,0.4444,0.8747,26,1,6,2,4,2,0,8,148.73,0.487,0.341,14.984,-1.315,10,0.3846,0,0,2,1,3,1,2,1,0,963.288,2.004,825393.74,-2.61,16.837,5.98,2.438,1,1
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.84,365.06,2.08,92.5,92.38,0.1875,0.8705,24,2,4,3,3,2,0,8,144.79,0.282,0.269,12.515,-4.002,12,0.5,0,0,1,0,1,0,1,0,1,914.534,1.889,246290.142,-2.09,16.757,6.084,3.102,1,1
CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,389.43,389.1,0.71,132.96,99.53,0.2778,0.5451,27,4,6,5,3,1,0,9,159.27,0.508,0.352,12.502,-1.174,6,0.2222,0,0,2,1,2,0,2,1,2,849.058,1.738,907674.224,-2.78,18.995,7.453,3.429,3,0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45,309.21,4.29,20.31,96.73,0.381,0.7601,23,0,2,7,2,2,0,2,139.69,0.307,0.147,13.174,-0.582,12,0.5217,0,0,0,0,0,0,0,0,0,579.305,2.661,150691.853,-1.93,17.424,7.561,3.533,1,1
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,247.34,247.16,2.33,40.54,71.81,0.5333,0.8909,18,1,3,3,2,1,0,3,108.43,0.508,0.143,12.407,-0.389,6,0.3333,0,0,1,1,1,0,1,1,0,433.875,2.393,12544.648,-1.35,13.09,5.105,2.274,0,0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,416.53,416.25,1.38,85.49,114.46,0.619,0.614,30,0,8,9,3,2,0,9,176.74,0.382,0.363,12.953,-0.373,11,0.3667,0,0,1,1,2,1,1,1,1,870.367,1.715,6839941.261,-2.52,22.172,9.992,4.622,0,0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.48,336.22,4.14,23.55,103.83,0.4091,0.7915,25,0,2,6,3,2,0,3,150.81,0.309,0.226,12.516,0.23,12,0.48,0,0,1,1,1,0,1,1,1,648.242,1.568,706283.015,-2.13,17.685,8.816,4.698,0,0
CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,563.67,563.3,6.12,110.21,150.63,0.7,0.1256,39,1,6,14,3,1,0,9,232.82,0.48,0.326,14.228,-3.596,6,0.1538,0,0,2,2,1,0,1,1,1,992.285,1.726,370960192.645,-2.18,31.349,14.993,9.457,4,0
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,340.49,340.16,4.83,23.55,101.78,0.35,0.7273,24,0,4,5,3,2,0,4,148.21,0.338,0.162,12.148,0.197,12,0.5,0,0,1,0,1,0,1,0,0,757.054,2.069,294106.276,-1.78,17.056,6.994,3.212,1,1
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,295.34,295.12,3.43,57.61,84.07,0.2222,0.9398,22,1,2,4,3,2,0,4,128.55,0.481,0.31,12.412,-0.82,12,0.5455,0,0,1,0,1,0,1,0,1,721.367,1.86,142412.903,-2.62,14.323,5.638,2.368,1,1
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.57,418.27,4.59,72.83,115.45,0.76,0.6391,30,1,5,6,3,0,0,5,180.45,0.462,0.311,12.866,-0.601,0,0.0,0,0,3,1,1,0,1,1,0,706.328,1.761,3230269.854,-1.62,23.052,9.252,5.161,7,0
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,705.65,704.24,5.58,104.7,188.18,0.3714,0.1744,49,0,12,11,7,5,0,14,293.88,0.491,0.35,12.802,-1.159,28,0.5714,0,0,2,2,4,2,2,2,0,1907.32,0.925,199522788933.967,-4.36,33.152,14.242,7.045,3,1
CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,353.47,353.21,1.94,57.5,103.82,0.4762,0.8831,26,2,4,4,4,2,0,5,153.84,0.394,0.228,12.741,-0.188,9,0.3462,0,0,2,0,2,1,1,0,1,878.754,1.737,1134865.662,-2.11,17.311,6.56,2.663,3,1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.28,226.13,1.18,75.27,58.48,0.7273,0.7068,16,2,3,4,1,0,0,5,94.97,0.328,0.277,11.788,-1.071,0,0.0,0,0,1,1,1,0,1,1,4,303.191,2.872,2611.755,-1.39,12.678,4.634,2.23,0,0
CCC1(c2cccc(O)c2)CCCCN(C)C1,233.35,233.18,3.16,23.47,71.42,0.6,0.8479,17,1,2,2,2,1,0,2,104.26,0.508,0.115,9.676,0.226,6,0.3529,0,0,1,1,1,0,1,1,0,376.939,2.344,8464.549,-1.02,12.437,5.091,2.63,1,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.24,232.08,0.7,75.27,60.09,0.25,0.7369,17,2,3,2,2,1,0,5,98.2,0.328,0.277,11.976,-1.31,6,0.3529,0,0,1,1,1,0,1,1,4,461.784,2.536,7460.405,-2.17,11.319,4.009,1.595,0,0
CCC1(c2ccccc2)C(=O)NCNC1=O,218.26,218.11,0.54,58.2,59.56,0.3333,0.7116,16,2,2,2,2,1,0,4,94.04,0.337,0.241,11.986,-1.07,6,0.375,0,0,1,1,1,0,1,1,2,398.287,2.524,5356.941,-1.84,10.67,3.963,1.377,0,0
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,490.63,490.22,3.07,124.68,128.52,0.5417,0.5418,34,3,5,7,3,1,0,10,200.95,0.337,0.328,12.536,-3.983,6,0.1765,0,0,2,1,1,0,1,0,5,1057.339,1.461,27869275.88,-2.88,25.738,11.03,6.371,0,0
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,778.95,778.39,4.75,133.87,214.08,0.5333,0.1957,57,2,11,7,9,3,0,12,333.29,0.496,0.344,15.172,-2.274,15,0.2632,0,0,6,2,6,1,5,1,0,2247.97,1.37,7495124316908.953,-4.65,37.9,13.189,4.804,9,1
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,336.43,336.2,2.37,87.66,94.62,0.5556,0.571,24,3,5,10,1,1,0,6,143.14,0.49,0.224,11.822,-0.67,6,0.25,0,0,0,0,0,0,0,0,1,557.95,2.73,131163.984,-1.92,20.125,10.051,7.103,1,1
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.28,226.13,1.18,75.27,58.48,0.7273,0.7068,16,2,3,4,1,0,0,5,94.97,0.328,0.277,11.892,-1.093,0,0.0,0,0,1,1,1,0,1,1,4,305.191,3.046,2793.402,-1.39,12.678,4.634,1.814,1,1
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,430.54,430.24,2.72,93.06,112.87,0.76,0.7125,31,2,6,4,5,0,0,6,183.23,0.393,0.193,13.227,-1.201,0,0.0,0,0,5,4,1,0,1,1,0,862.074,1.554,11435336.151,-1.34,21.503,7.078,2.651,9,1
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,435.53,435.23,4.16,112.07,121.39,0.375,0.4944,32,2,5,10,3,3,0,8,187.21,0.48,0.326,12.861,-0.976,17,0.5312,0,0,0,0,1,1,0,0,1,1032.053,1.871,17315554.346,-3.55,23.12,10.657,5.376,1,0
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,382.54,382.27,3.95,83.83,106.23,0.8182,0.2862,27,2,5,13,1,0,0,5,163.73,0.469,0.305,12.24,-0.727,0,0.0,0,0,1,1,0,0,0,0,0,483.095,2.418,628752.115,-1.2,23.839,12.296,9.023,4,1
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,428.54,428.23,4.78,87.13,123.76,0.4,0.5867,32,1,5,7,5,3,0,7,187.5,0.294,0.256,13.361,-0.48,17,0.5312,0,0,2,1,2,1,1,0,1,1113.599,1.384,44096039.757,-3.35,20.547,8.649,3.72,0,0
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,308.38,308.15,3.79,40.62,90.87,0.2632,0.7886,23,0,2,5,3,2,0,4,135.85,0.272,0.258,12.869,-0.588,12,0.5217,0,0,1,1,1,0,1,1,2,627.531,2.022,262958.317,-2.62,15.282,6.649,2.843,0,0
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,384.59,384.24,4.16,69.64,109.98,0.7,0.4725,26,2,4,14,1,1,0,6,159.41,0.388,0.229,11.215,-3.268,6,0.2308,0,0,0,0,0,0,0,0,0,587.579,2.322,365747.775,-1.11,22.93,12.308,10.139,1,1
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,319.23,319.09,0.5,138.53,70.68,1.0,0.3058,19,5,4,9,0,0,0,10,112.32,0.369,0.367,11.106,-5.331,0,0.0,0,0,0,0,0,0,0,0,0,341.58,4.633,5486.277,0.22,19.22,7.292,5.614,0,0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,354.49,354.24,3.48,94.83,97.24,0.8,0.3476,25,3,4,13,1,0,0,5,150.68,0.481,0.303,12.126,-0.767,0,0.0,0,0,1,1,0,0,0,0,0,431.802,2.389,271685.711,-1.2,21.842,12.202,8.634,4,0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.35,270.1,1.78,75.27,69.81,0.4167,0.8008,18,2,3,5,1,1,0,6,107.64,0.337,0.328,11.815,-3.775,6,0.3333,0,0,0,0,0,0,0,0,2,494.559,2.644,7718.451,-1.56,14.501,6.393,4.367,0,0
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,364.42,364.11,3.04,118.72,94.69,0.2353,0.6196,25,3,5,8,2,2,0,8,146.03,0.478,0.335,11.978,-4.191,12,0.48,0,0,0,0,0,0,0,0,0,850.842,2.592,286067.91,-2.58,18.754,7.997,4.945,0,0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,422.92,422.16,4.27,92.51,115.92,0.2727,0.4421,30,2,6,8,4,4,0,8,179.3,0.39,0.205,9.765,-0.131,22,0.7333,0,0,0,0,2,2,0,0,0,1105.376,1.621,12079668.426,-3.03,20.251,9.192,4.126,0,0
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52,424.15,4.74,92.42,116.98,0.2609,0.4585,30,2,5,10,3,3,0,7,178.7,0.478,0.335,11.831,-0.962,16,0.5333,0,0,0,0,2,2,0,0,0,1033.855,1.938,7066166.575,-3.19,21.517,10.024,5.448,0,0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,645.32,645.02,6.94,42.68,143.42,0.4,0.1676,31,0,4,11,3,3,0,6,211.54,0.49,0.197,13.588,0.015,15,0.4839,0,0,0,0,1,1,0,0,0,1017.418,1.889,10080001.274,-1.13,24.511,11.652,5.815,0,0
CCCN(CCC)CCc1cccc2c1CC(=O)N2,260.38,260.19,2.85,32.34,79.5,0.5625,0.8173,19,1,2,7,2,1,0,3,115.55,0.326,0.228,11.474,0.126,6,0.3158,0,0,1,0,1,0,1,0,1,436.375,1.998,26833.668,-1.35,14.067,6.711,3.567,0,0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.36,285.1,2.2,74.68,72.74,0.4615,0.833,19,1,3,7,1,1,0,6,113.46,0.478,0.335,12.372,-3.527,6,0.3158,0,0,0,0,0,0,0,0,0,516.079,3.065,13065.187,-1.4,15.657,6.676,3.779,0,0
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,314.5,314.18,4.27,19.03,96.88,0.5789,0.9085,22,1,2,4,4,2,0,3,137.21,0.361,0.046,3.49,0.715,9,0.4091,0,0,2,1,2,1,1,1,0,662.499,1.751,218278.559,-0.93,14.649,5.934,2.297,3,0
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.45,341.2,3.24,58.56,100.2,0.381,0.4865,25,2,4,11,2,2,0,4,149.39,0.49,0.166,12.54,-0.598,12,0.48,0,0,0,0,0,0,0,0,0,642.599,1.89,475089.978,-2.17,19.159,10.645,6.687,1,1
