Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
CC[C@@]12O[C@]1(C(=O)OC)C(=O)O[C@H]2C,200.19,200.07,0.02,65.13,44.41,0.7778,0.357,14,0,5,2,2,0,0,5,81.31,0.466,0.354,11.465,-1.476,0,0.0,0,0,2,2,2,0,2,2,0,302.324,2.385,2253.396,-1.1,9.455,2.475,0.706,3,0
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,414.72,414.39,8.02,20.23,128.22,0.931,0.4361,30,1,1,6,4,0,0,1,187.04,0.393,0.058,10.246,-0.079,0,0.0,0,0,4,3,0,0,0,0,0,634.275,1.473,5568103.989,-0.3,22.878,8.567,3.736,9,0
CC[C@H](CO)NCCN[C@H](CC)CO,204.31,204.18,-0.29,64.52,58.34,1.0,0.3897,14,4,4,9,0,0,0,4,86.71,0.395,0.058,8.904,0.188,0,0.0,0,0,0,0,0,0,0,0,0,100.69,3.348,1217.454,-0.16,13.84,9.397,6.317,2,0
CC[C@H](O)CN,89.14,89.08,-0.28,46.25,25.35,1.0,0.4883,6,2,2,2,0,0,0,2,37.97,0.392,0.066,8.542,-0.287,0,0.0,0,0,0,0,0,0,0,0,0,26.729,2.754,19.8,-0.08,5.92,3.123,2.175,1,0
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,480.65,480.3,4.94,52.19,138.06,0.5862,0.6057,35,1,6,7,5,2,0,6,209.44,0.493,0.161,5.677,0.345,12,0.3429,0,0,3,1,3,0,3,1,0,1053.463,1.429,115094405.725,-2.44,24.263,10.275,4.468,4,0
CC[C@H]1CO1,72.11,72.06,0.8,12.53,20.03,1.0,0.4172,5,0,1,1,1,0,0,1,31.94,0.373,0.081,4.858,0.634,0,0.0,0,0,1,1,1,0,1,1,0,30.629,1.999,29.693,-0.04,3.162,0.977,0.618,1,0
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,412.39,412.12,1.71,141.36,102.65,0.3182,0.4663,30,4,8,2,4,2,0,8,170.9,0.507,0.316,13.087,-1.669,12,0.4,0,0,2,0,0,0,0,0,0,1118.606,2.045,4448207.928,-3.23,20.059,6.648,2.503,3,0
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,557.55,557.19,1.26,206.07,136.12,0.4643,0.198,40,6,12,4,5,2,0,12,228.45,0.507,0.316,13.573,-1.757,12,0.3,0,0,3,1,1,0,1,1,0,1409.696,1.723,534408550.278,-3.55,27.996,9.821,4.059,7,0
CC[N+](CC)=c1ccc2nc3c(cc(N)c4ccccc43)oc-2c1,318.4,318.16,3.48,55.06,98.9,0.2,0.2664,24,1,3,2,4,2,1,4,139.76,0.452,0.203,6.192,0.711,18,0.75,1,0,2,0,1,0,1,0,0,1088.924,2.102,460864.047,-2.88,14.696,5.638,2.225,0,0
CC[N+]([O-])(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,372.49,372.15,3.67,72.39,109.59,0.35,0.377,26,2,5,7,3,3,0,6,156.22,0.633,0.197,13.069,-0.255,14,0.5385,1,1,0,0,1,1,0,0,0,979.855,2.06,799607.253,-1.99,18.791,7.715,3.457,0,0
CC[N+]([O-])(CC)CCn1nc2c3c(c(CO)ccc31)Sc1cc(Cl)ccc1-2,403.94,403.11,4.67,61.11,109.8,0.35,0.3752,27,1,5,6,4,3,0,7,167.26,0.633,0.102,12.685,-0.223,15,0.5556,1,1,1,0,2,1,1,0,0,1014.12,1.859,1848621.527,-1.57,18.778,7.11,3.154,0,0
CC[N+]([O-])=NC,88.11,88.06,0.6,38.43,22.52,1.0,0.2625,6,0,2,1,0,0,0,3,36.87,0.6,0.177,9.931,0.441,0,0.0,1,1,0,0,0,0,0,0,0,59.814,3.219,19.8,-0.6,5.4,2.627,1.694,0,0
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,314.41,314.17,4.13,55.92,101.58,0.0952,0.3319,24,2,2,2,4,4,1,3,140.69,0.399,0.22,6.101,0.775,20,0.8333,1,0,0,0,1,1,0,0,0,1053.006,2.274,449292.423,-3.07,14.518,5.532,2.172,0,0
CC[n+]1c2ccccc2nc2ccccc21,209.27,209.11,2.7,16.77,65.12,0.1429,0.4445,16,0,1,1,3,3,1,2,94.17,0.235,0.231,4.665,0.962,14,0.875,1,0,0,0,1,1,0,0,0,605.004,2.563,8478.269,-1.96,9.279,3.561,1.266,0,0
CCc1c(Br)c(Br)c(Br)c(Br)c1Br,500.65,495.63,6.06,0.0,74.32,0.25,0.3248,13,0,0,1,1,1,0,5,119.5,0.061,0.048,3.548,0.978,6,0.4615,0,0,0,0,0,0,0,0,0,315.873,3.564,701.868,1.62,12.688,5.102,2.411,0,0
CCc1c(O)ccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,303.36,303.15,3.09,82.55,83.22,0.4706,0.8103,22,3,3,4,3,2,0,5,128.46,0.508,0.306,11.3,-0.869,9,0.4091,0,0,1,0,2,1,1,0,0,733.824,2.268,118669.861,-2.01,14.908,5.32,2.078,1,1
CCc1c(O)ccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,303.36,303.15,3.09,82.55,83.22,0.4706,0.8103,22,3,3,4,3,2,0,5,128.46,0.508,0.306,11.3,-0.869,9,0.4091,0,0,1,0,2,1,1,0,0,733.824,2.268,118669.861,-2.01,14.908,5.32,2.078,1,0
CCc1c2c(cc3ccccc13)-c1ccccc1C1NC21,271.36,271.14,4.77,21.94,87.38,0.2,0.6327,21,1,1,1,5,3,0,1,124.17,0.3,0.053,3.682,0.523,16,0.7619,0,0,2,1,1,0,1,1,0,878.141,1.939,268103.446,-2.12,11.53,3.957,1.444,2,2
CCc1c2c(cc3ccccc13)-c1ccccc1C1OC21,272.35,272.12,5.2,12.53,85.33,0.2,0.5549,21,0,1,1,5,3,0,1,123.73,0.359,0.115,6.022,0.273,16,0.7619,0,0,2,1,1,0,1,1,0,878.141,1.939,268103.446,-2.12,11.53,3.957,1.444,2,2
CCc1c2ccccc2c(C)c2c1ccc1ccccc12,270.38,270.14,6.02,0.0,93.08,0.1429,0.293,21,0,0,1,4,4,0,0,124.57,0.062,0.007,2.302,1.065,18,0.8571,0,0,0,0,0,0,0,0,0,977.155,2.365,120325.379,-2.34,12.404,4.595,1.688,0,0
CCc1c2ccccc2c(C)c2ccc3ccccc3c12,270.38,270.14,6.02,0.0,93.08,0.1429,0.293,21,0,0,1,4,4,0,0,124.57,0.062,0.006,2.29,1.061,18,0.8571,0,0,0,0,0,0,0,0,0,977.155,2.376,120841.203,-2.34,12.404,4.595,1.688,0,0
CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,284.4,284.16,6.27,0.0,97.72,0.1818,0.3004,22,0,0,2,4,4,0,0,130.94,0.062,0.006,2.322,1.064,18,0.8182,0,0,0,0,0,0,0,0,0,992.786,2.365,203996.698,-2.34,13.332,5.136,1.768,0,0
CCc1c2ccccc2cc2c1ccc1ccccc12,256.35,256.13,5.71,0.0,88.34,0.1,0.3021,20,0,0,1,4,4,0,0,118.21,0.062,0.01,2.339,1.066,18,0.9,0,0,0,0,0,0,0,0,0,932.228,2.301,79580.489,-2.34,11.484,4.346,1.546,0,0
CCc1c2ccccc2cc2c3c(ccc12)C(O)C(O)C1OC31,306.36,306.13,3.4,52.99,89.41,0.3,0.535,23,2,3,1,5,3,0,3,133.67,0.387,0.118,10.396,-0.866,14,0.6087,0,0,2,1,1,0,1,1,0,946.418,1.913,579551.036,-1.94,13.495,4.541,1.699,4,4
CCc1c2ccccc2cc2ccc3ccccc3c12,256.35,256.13,5.71,0.0,88.34,0.1,0.3021,20,0,0,1,4,4,0,0,118.21,0.062,0.007,2.316,1.061,18,0.9,0,0,0,0,0,0,0,0,0,932.228,2.326,79195.148,-2.34,11.484,4.346,1.546,0,0
CCc1cc(-c2ccccc2)cc(CC)c1N,225.33,225.15,4.06,26.02,75.05,0.25,0.7831,17,1,1,3,2,2,0,1,103.29,0.398,0.038,6.151,0.967,12,0.7059,0,0,0,0,0,0,0,0,0,475.184,2.56,9495.393,-1.76,11.717,5.047,2.333,0,0
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,234.38,234.2,4.55,20.23,74.88,0.625,0.7555,17,1,1,1,1,1,0,1,105.88,0.507,0.123,10.48,-0.019,6,0.3529,0,0,0,0,0,0,0,0,0,367.509,3.533,2889.655,-0.98,14.082,4.361,3.023,0,0
CCc1cc(C(N)=S)ccn1,166.25,166.06,1.28,38.91,49.5,0.25,0.6725,11,1,2,2,1,1,0,3,71.44,0.389,0.104,5.441,0.433,6,0.5455,0,0,0,0,1,1,0,0,0,270.549,3.006,333.43,-0.96,8.14,3.437,1.981,0,0
CCc1cc(Cc2cc(C)c(N)c(CC)c2)cc(C)c1N,282.43,282.21,4.18,52.04,92.74,0.3684,0.8264,21,2,2,4,2,2,0,2,127.72,0.398,0.038,6.128,0.933,12,0.5714,0,0,0,0,0,0,0,0,0,599.601,2.384,45426.245,-1.96,15.429,6.211,3.207,0,0
CCc1cc(N)cc(C)c1Cc1c(C)cc(N)cc1CC,282.43,282.21,4.18,52.04,92.74,0.3684,0.8264,21,2,2,4,2,2,0,2,127.72,0.399,0.032,5.987,0.859,12,0.5714,0,0,0,0,0,0,0,0,0,599.601,2.527,43048.929,-1.96,15.429,6.211,3.207,0,0
CCc1cc(O)cc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,303.36,303.15,3.09,82.55,83.22,0.4706,0.8103,22,3,3,4,3,2,0,5,128.46,0.508,0.306,11.3,-0.869,9,0.4091,0,0,1,0,2,1,1,0,0,733.824,2.269,114942.054,-2.01,14.908,5.32,2.164,1,1
CCc1cc(O)cc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,303.36,303.15,3.09,82.55,83.22,0.4706,0.8103,22,3,3,4,3,2,0,5,128.46,0.508,0.306,11.3,-0.869,9,0.4091,0,0,1,0,2,1,1,0,0,733.824,2.269,114942.054,-2.01,14.908,5.32,2.164,1,0
CCc1cc2c(c3ccc4ccccc4c13)CCC2=O,260.34,260.12,4.68,17.07,83.48,0.2105,0.5803,20,0,1,1,4,3,0,1,117.78,0.294,0.163,12.041,0.31,14,0.7,0,0,1,0,0,0,0,0,0,858.394,2.244,83926.832,-2.15,11.658,4.173,1.465,0,0
CCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,306.36,306.13,3.4,52.99,89.41,0.3,0.535,23,2,3,1,5,3,0,3,133.67,0.387,0.118,10.433,-0.866,14,0.6087,0,0,2,1,1,0,1,1,0,946.418,1.94,585838.792,-1.94,13.495,4.541,1.699,4,4
CCc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,253.3,253.11,4.33,43.14,77.84,0.125,0.4622,19,0,2,4,2,2,0,3,111.91,0.269,0.258,10.539,-0.392,12,0.6316,1,1,0,0,0,0,0,0,0,583.151,2.104,24069.347,-2.42,13.022,5.957,3.518,0,0
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,307.26,306.09,5.75,0.0,88.98,0.3333,0.6172,20,0,0,5,2,2,0,2,131.28,0.118,0.104,6.226,-0.449,12,0.6,0,0,0,0,0,0,0,0,0,478.85,2.333,37196.08,-0.98,15.41,7.15,3.562,0,0
CCc1ccc(C)cc1,120.19,120.09,2.56,0.0,40.56,0.3333,0.534,9,0,0,1,1,1,0,0,56.53,0.061,0.031,2.176,1.139,6,0.6667,0,0,0,0,0,0,0,0,0,171.735,2.882,129.225,-0.78,6.342,2.674,1.563,0,0
CCc1ccc(C)nc1,121.18,121.09,1.95,12.89,38.35,0.375,0.5531,9,0,1,1,1,1,0,1,55.75,0.261,0.037,4.15,1.077,6,0.6667,0,0,0,0,1,1,0,0,0,176.264,2.882,129.225,-0.85,6.273,2.625,1.525,0,0
CCc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,276.32,276.06,3.47,72.24,74.75,0.1538,0.6861,19,1,4,4,2,2,0,6,113.59,0.324,0.322,11.877,-0.502,11,0.5789,1,1,0,0,1,1,0,0,1,604.606,2.084,26760.22,-2.21,13.227,5.62,3.167,0,0
CCc1ccc([N+](=O)[O-])cc1,151.16,151.06,2.16,43.14,42.47,0.25,0.4798,11,0,2,2,1,1,0,3,64.81,0.269,0.258,10.206,-0.389,6,0.5455,1,1,0,0,0,0,0,0,0,253.299,2.914,335.479,-1.38,7.724,3.143,1.767,0,0
CCc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,281.27,281.07,2.93,77.28,75.78,0.125,0.5342,21,0,4,2,3,2,0,5,119.92,0.289,0.284,12.59,-0.573,12,0.5714,1,1,1,0,0,0,0,0,0,807.919,2.38,68686.798,-2.82,13.176,4.626,1.778,0,0
CCc1ccc2c3c(cccc13)-c1ccccc1-2,230.31,230.11,5.05,0.0,77.76,0.1111,0.429,18,0,0,1,4,3,0,0,106.89,0.062,0.002,2.288,1.094,16,0.8889,0,0,1,0,0,0,0,0,0,736.84,2.235,34551.455,-2.08,9.9,3.457,1.102,0,0
CCc1cccc(C)c1N,135.21,135.1,2.14,26.02,44.97,0.3333,0.5865,10,1,1,1,1,1,0,1,61.87,0.398,0.038,5.793,0.949,6,0.6,0,0,0,0,0,0,0,0,0,228.17,3.143,196.896,-0.98,7.131,2.736,1.128,0,0
CCc1cccc(CC)c1N,149.24,149.12,2.39,26.02,49.61,0.4,0.6419,11,1,1,2,1,1,0,1,68.23,0.398,0.038,5.904,0.984,6,0.5455,0,0,0,0,0,0,0,0,0,218.378,3.095,348.57,-0.98,8.12,3.422,1.534,0,0
CCc1cccc(CC)c1N(COC)C(=O)CCl,269.77,269.12,2.99,29.54,75.28,0.5,0.5869,18,0,2,6,1,1,0,4,113.69,0.364,0.243,11.953,-0.13,6,0.3333,0,0,0,0,0,0,0,0,1,384.531,3.277,10651.222,-1.06,14.999,7.391,3.239,0,0
CCc1cccc(CC)c1N(COC)C(=O)CO,251.33,251.15,1.74,49.77,71.65,0.5,0.7835,18,1,3,6,1,1,0,4,108.18,0.387,0.254,11.835,-0.509,6,0.3333,0,0,0,0,0,0,0,0,1,381.776,3.277,10651.222,-1.39,14.67,7.135,3.087,0,0
CCc1cccc(CC)c1N=O,163.22,163.1,3.21,29.43,50.65,0.4,0.6289,12,0,2,3,1,1,0,2,72.59,0.145,0.114,10.516,0.641,6,0.5,0,0,0,0,0,0,0,0,0,258.917,3.214,615.032,-1.18,8.912,4.0,1.523,0,0
CCc1cccc(CC)c1NC(=O)CCl,225.72,225.09,2.99,29.1,64.55,0.4167,0.7847,15,1,1,4,1,1,0,3,95.64,0.325,0.239,11.274,-0.146,6,0.4,0,0,0,0,0,0,0,0,1,327.225,3.046,2468.935,-1.02,12.052,5.762,2.963,0,0
CCc1cccc(CC)c1NC(=O)CO,207.27,207.13,1.74,49.33,60.91,0.4167,0.7898,15,2,2,4,1,1,0,3,90.13,0.387,0.25,11.156,-0.471,6,0.4,0,0,0,0,0,0,0,0,1,325.225,3.046,2468.935,-1.35,11.723,5.511,2.797,0,0
CCc1cccc(CC)c1NC(C)=O,191.27,191.13,2.77,29.1,59.5,0.4167,0.7816,14,1,1,3,1,1,0,2,85.33,0.326,0.221,11.038,0.001,6,0.4286,0,0,0,0,0,0,0,0,1,308.844,3.116,1356.611,-1.31,10.769,4.796,2.345,0,0
CCc1cccc(NC(=O)c2csc([N+](=O)[O-])c2)c1,276.32,276.06,3.47,72.24,74.75,0.1538,0.6861,19,1,4,4,2,2,0,6,113.59,0.324,0.322,11.923,-0.501,11,0.5789,1,1,0,0,1,1,0,0,1,621.856,2.13,26391.208,-2.21,13.227,5.62,3.167,0,0
CCc1cccc2c(CCO)c[nH]c12,189.26,189.12,2.27,36.02,58.47,0.3333,0.763,14,2,1,3,2,2,0,2,83.58,0.396,0.049,8.91,0.212,9,0.6429,0,0,0,0,1,1,0,0,0,430.814,2.573,2712.696,-1.28,9.282,3.843,1.419,0,0
CCc1cccc2c3c([nH]c12)C(C)(CC)OCC3,243.35,243.16,3.93,25.02,74.98,0.5,0.8491,18,1,1,2,3,2,0,2,108.35,0.369,0.105,6.013,-0.141,9,0.5,0,0,1,0,2,1,1,0,0,584.04,2.299,21479.953,-1.28,11.79,4.13,1.518,1,1
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.36,287.15,3.38,62.32,81.55,0.4706,0.9058,21,2,2,4,3,2,0,4,123.67,0.481,0.306,11.286,-0.82,9,0.4286,0,0,1,0,2,1,1,0,0,688.645,2.237,82265.477,-1.81,14.141,5.187,2.141,1,1
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,261.36,261.17,3.42,45.4,78.31,0.5,0.8861,19,2,3,4,2,2,0,3,114.17,0.458,0.137,10.192,-0.615,9,0.4737,0,0,0,0,1,1,0,0,0,551.365,2.21,19605.316,-1.32,14.097,5.352,3.366,1,1
CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12,261.36,261.17,3.42,45.4,78.31,0.5,0.8861,19,2,3,4,2,2,0,3,114.17,0.458,0.137,10.192,-0.615,9,0.4737,0,0,0,0,1,1,0,0,0,551.365,2.21,19605.316,-1.32,14.097,5.352,3.366,1,0
CCc1cccc2cccnc12,157.22,157.09,2.8,12.89,51.12,0.1818,0.6199,12,0,1,1,2,2,0,1,72.06,0.256,0.073,4.352,1.05,10,0.8333,0,0,0,0,1,1,0,0,0,387.631,2.791,902.114,-1.37,7.288,2.936,1.074,0,0
CCc1ccccc1,106.17,106.08,2.25,0.0,35.82,0.25,0.5148,8,0,0,1,1,1,0,0,50.16,0.062,0.031,2.162,1.14,6,0.75,0,0,0,0,0,0,0,0,0,141.384,2.832,91.368,-0.78,5.359,2.508,1.094,0,0
CCc1ccccc1N,121.18,121.09,1.83,26.02,40.23,0.25,0.5634,9,1,1,1,1,1,0,1,55.5,0.399,0.035,5.631,0.903,6,0.6667,0,0,0,0,0,0,0,0,0,193.514,3.007,130.651,-0.98,6.145,2.534,1.224,0,0
CCc1ccccc1NC(=O)c1csc([N+](=O)[O-])c1,276.32,276.06,3.47,72.24,74.75,0.1538,0.6861,19,1,4,4,2,2,0,6,113.59,0.324,0.322,11.991,-0.499,11,0.5789,1,1,0,0,1,1,0,0,1,621.856,2.18,27033.01,-2.21,13.227,5.62,2.971,0,0
CCc1ccccc1Nc1ccc(Nc2ccccc2CC)c2c1C(=O)c1c(O)ccc(O)c1C2=O,478.55,478.19,6.49,98.66,141.28,0.1333,0.2084,36,4,6,6,5,4,0,6,208.8,0.507,0.2,13.829,-0.531,24,0.6667,0,0,1,0,0,0,0,0,0,1410.374,1.731,160754091.611,-4.58,23.175,9.226,3.767,0,0
CCc1ccccc1O,122.17,122.07,1.95,20.23,37.48,0.25,0.6033,9,1,1,1,1,1,0,1,54.96,0.508,0.118,9.111,0.403,6,0.6667,0,0,0,0,0,0,0,0,0,193.514,3.007,130.651,-0.98,6.145,2.534,1.224,0,0
CCc1ccccc1[N+](=O)[O-],151.16,151.06,2.16,43.14,42.47,0.25,0.4798,11,0,2,2,1,1,0,3,64.81,0.272,0.258,10.386,-0.348,6,0.5455,1,1,0,0,0,0,0,0,0,270.549,3.121,336.853,-1.38,7.724,3.143,1.548,0,0
CCc1ccco1,96.13,96.06,1.84,13.14,28.09,0.3333,0.5196,7,0,1,1,1,1,0,1,42.96,0.469,0.103,4.983,0.993,5,0.7143,0,0,0,0,1,1,0,0,0,118.736,2.763,66.313,-0.72,4.439,1.825,0.829,0,0
CCc1ccnc2ccccc12,157.22,157.09,2.8,12.89,51.12,0.1818,0.6199,12,0,1,1,2,2,0,1,72.06,0.256,0.07,4.29,1.072,10,0.8333,0,0,0,0,1,1,0,0,0,387.631,2.791,902.114,-1.37,7.288,2.936,1.074,0,0
CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,256.26,256.11,-1.26,104.55,62.32,0.6364,0.6258,18,3,6,3,2,1,0,7,102.65,0.394,0.33,11.68,-0.816,6,0.3333,0,0,1,1,2,1,1,1,0,534.97,2.349,13649.14,-1.44,13.003,5.049,2.241,3,3
CCc1cnccn1,108.14,108.07,1.04,25.78,31.41,0.3333,0.5368,8,0,2,1,1,1,0,2,48.6,0.261,0.058,4.035,0.966,6,0.75,0,0,0,0,1,1,0,0,0,147.875,2.832,91.368,-0.92,5.221,2.403,1.026,0,0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,248.72,248.08,2.52,77.82,70.68,0.1667,0.8561,17,2,4,2,2,2,0,5,104.64,0.383,0.222,5.904,0.206,12,0.7059,0,0,0,0,1,1,0,0,0,536.947,2.614,7328.294,-1.81,11.669,4.591,2.313,0,0
CCc1nc2c(ccc3ccc4ccc(O)cc4c32)[nH]1,262.31,262.11,4.14,48.91,82.15,0.1176,0.5065,20,2,2,1,4,4,0,3,115.43,0.508,0.116,9.785,0.285,17,0.85,0,0,0,0,1,1,0,0,0,953.344,2.275,80630.875,-2.55,11.291,3.97,1.495,0,0
CCc1nc2ccc(NC)c(C)c2nc1CC,229.33,229.16,3.1,37.81,72.58,0.4286,0.8784,17,1,3,3,2,2,0,3,102.29,0.388,0.094,4.77,0.94,10,0.5882,0,0,0,0,1,1,0,0,0,546.649,2.739,8498.03,-1.64,11.834,4.697,1.971,0,0
CCl,50.49,49.99,0.85,0.0,11.78,1.0,0.3574,2,0,0,0,0,0,0,1,19.04,0.13,0.011,4.639,1.472,0,0.0,0,0,0,0,0,0,0,0,0,2.0,1.0,2.0,0.29,2.29,1.29,1.738,0,0
CCn1c(N)nc2c3cccnc3cc(C)c21,226.28,226.12,2.5,56.73,69.86,0.2308,0.6932,17,1,4,1,3,3,0,4,99.09,0.369,0.201,5.955,0.571,13,0.7647,0,0,0,0,2,2,0,0,0,712.08,2.583,12665.617,-2.1,10.08,3.448,1.301,0,0
CCn1c(N)nc2c3cccnc3ccc21,212.26,212.11,2.19,56.73,65.12,0.1667,0.6723,16,1,4,1,3,3,0,4,92.72,0.369,0.201,5.886,0.564,13,0.8125,0,0,0,0,2,2,0,0,0,669.141,2.523,8733.581,-2.1,9.15,3.198,1.097,0,0
CCn1c(N)nc2c3nc(C)cnc3ccc21,227.27,227.12,1.89,69.62,67.65,0.25,0.6888,17,1,5,1,3,3,0,5,98.31,0.369,0.201,5.897,0.526,13,0.7647,0,0,0,0,2,2,0,0,0,713.556,2.509,12308.985,-2.17,10.014,3.412,1.352,0,0
CCn1c(N)nc2c3ncc(C)nc3ccc21,227.27,227.12,1.89,69.62,67.65,0.25,0.6888,17,1,5,1,3,3,0,5,98.31,0.369,0.201,5.888,0.525,13,0.7647,0,0,0,0,2,2,0,0,0,713.556,2.481,12223.369,-2.17,10.014,3.412,1.352,0,0
CCn1c2ccccc2c2cc(N)ccc21,210.28,210.12,3.4,30.95,69.53,0.1429,0.6131,16,1,2,1,3,3,0,2,94.28,0.399,0.049,5.856,0.825,13,0.8125,0,0,0,0,1,1,0,0,0,664.858,2.586,8622.309,-1.96,9.279,3.271,1.13,0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccc(O)cc3)c(F)c21,345.3,345.08,3.37,79.53,87.86,0.1111,0.7627,25,2,4,3,3,3,0,7,139.94,0.508,0.341,15.067,-1.461,16,0.64,0,0,0,0,1,1,0,0,0,1055.59,2.443,374424.217,-3.22,16.631,6.01,2.631,0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,330.29,330.08,3.06,72.19,83.99,0.1176,0.801,24,1,4,3,3,3,0,7,134.36,0.477,0.341,15.008,-1.442,16,0.6667,0,0,0,0,2,2,0,0,0,1014.005,2.48,263410.968,-3.09,15.792,5.842,2.34,0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,333.36,333.15,1.61,65.78,90.51,0.4118,0.9244,24,1,5,3,3,2,0,7,138.26,0.477,0.341,14.599,-1.298,10,0.4167,0,0,1,1,2,1,1,1,0,854.26,2.183,254288.588,-2.41,16.448,6.238,2.753,0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,351.35,351.14,1.8,74.57,90.44,0.4118,0.882,25,2,5,3,3,2,0,8,142.21,0.477,0.341,15.193,-1.421,10,0.4,0,0,1,1,2,1,1,1,0,910.372,2.309,366305.801,-2.48,17.347,6.437,2.863,1,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,319.34,319.13,1.27,74.57,85.88,0.375,0.891,23,2,5,3,3,2,0,7,131.68,0.477,0.341,14.495,-1.3,10,0.4348,0,0,1,1,2,1,1,1,0,825.411,2.244,179503.578,-2.41,15.484,6.0,2.676,0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.32,320.13,0.66,87.46,83.68,0.4,0.8639,23,2,6,3,3,2,0,8,130.9,0.477,0.341,14.432,-1.328,10,0.4348,0,0,1,1,3,2,1,1,0,827.562,2.244,179503.578,-2.48,15.417,5.959,2.653,0,0
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,261.23,261.06,1.45,77.76,66.96,0.2308,0.8848,19,1,5,2,3,2,0,6,107.34,0.477,0.341,12.147,-1.23,10,0.5263,0,0,1,0,2,1,1,0,0,746.762,2.429,32524.736,-2.5,11.583,4.012,1.64,0,0
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,232.24,232.08,1.42,72.19,63.37,0.25,0.8495,17,1,4,2,2,2,0,5,97.34,0.477,0.341,11.915,-1.209,10,0.5882,0,0,0,0,2,2,0,0,0,658.584,2.947,6765.607,-2.17,11.319,4.009,1.796,0,0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,303.32,303.13,-0.08,100.35,81.51,0.4286,0.8176,22,2,7,3,3,2,0,8,125.96,0.477,0.341,12.228,-1.236,10,0.4545,0,0,1,1,3,2,1,1,0,779.877,2.169,124915.721,-2.48,14.457,5.722,2.412,0,0
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,262.22,262.06,0.84,90.65,64.76,0.25,0.8621,19,1,6,2,3,2,0,7,106.53,0.476,0.36,12.085,-1.341,10,0.5263,0,0,1,0,2,1,1,0,0,749.849,2.429,32524.736,-2.57,11.516,3.975,1.621,0,0
CN(C#N)N=O,85.07,85.03,0.08,56.46,19.17,0.5,0.1959,6,0,3,1,0,0,0,4,34.92,0.204,0.171,9.189,0.625,0,0.0,0,0,0,0,0,0,0,0,0,83.284,3.299,19.8,-1.11,4.89,2.147,1.236,0,0
