Drug,IUPAC_Name,MolecularFormula
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(CCC#N)c2n1,3-[2-(ethylamino)-6-(1-methylindol-3-yl)-7-oxopteridin-8-yl]propanenitrile,C20H19N7O
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(-c3ccc(OC)cc3)c2n1,2-(ethylamino)-8-(4-methoxyphenyl)-6-(1-methylindol-3-yl)pteridin-7-one,C24H22N6O2
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(Cc3cccs3)c2n1,2-(ethylamino)-6-(1-methylindol-3-yl)-8-(thiophen-2-ylmethyl)pteridin-7-one,C22H20N6OS
CCNc1ncc2nc(C)c(=O)n(C)c2n1,"2-(ethylamino)-6,8-dimethylpteridin-7-one",C10H13N5O
CCNc1ncc2nc(C)c(=O)n(CCC#N)c2n1,3-[2-(ethylamino)-6-methyl-7-oxopteridin-8-yl]propanenitrile,C12H14N6O
CCNc1ncc2nc(C)c(=O)n(C3CC3)c2n1,8-cyclopropyl-2-(ethylamino)-6-methylpteridin-7-one,C12H15N5O
CCNc1ncc2nc(C)c(=O)n(CCOC)c2n1,2-(ethylamino)-8-(2-methoxyethyl)-6-methylpteridin-7-one,C12H17N5O2
CCNc1ncc2nc(C)c(=O)n(CCc3ccccc3)c2n1,2-(ethylamino)-6-methyl-8-(2-phenylethyl)pteridin-7-one,C17H19N5O
CCNc1ncc2nc(C)c(=O)n(C[C@H]3CCCO3)c2n1,2-(ethylamino)-6-methyl-8-[[(2R)-oxolan-2-yl]methyl]pteridin-7-one,C14H19N5O2
CCNc1ncc2nc(C)c(=O)n(Cc3ccc(F)cc3)c2n1,2-(ethylamino)-8-[(4-fluorophenyl)methyl]-6-methylpteridin-7-one,C16H16FN5O
CCNc1ncc2nc(C)c(=O)n(Cc3cccc(OC)c3)c2n1,2-(ethylamino)-8-[(3-methoxyphenyl)methyl]-6-methylpteridin-7-one,C17H19N5O2
CCNc1ncc2nc(C)c(=O)n(Cc3cccs3)c2n1,2-(ethylamino)-6-methyl-8-(thiophen-2-ylmethyl)pteridin-7-one,C14H15N5OS
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(C)c2n1,2-(ethylamino)-8-methyl-6-(2-phenylethyl)pteridin-7-one,C17H19N5O
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(-c3ccccc3)c2n1,2-(ethylamino)-8-phenyl-6-(2-phenylethyl)pteridin-7-one,C22H21N5O
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(C3CC3)c2n1,8-cyclopropyl-2-(ethylamino)-6-(2-phenylethyl)pteridin-7-one,C19H21N5O
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(CCC#N)c2n1,3-[2-(ethylamino)-7-oxo-6-(2-phenylethyl)pteridin-8-yl]propanenitrile,C19H20N6O
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(C[C@H]3CCCO3)c2n1,2-(ethylamino)-8-[[(2R)-oxolan-2-yl]methyl]-6-(2-phenylethyl)pteridin-7-one,C21H25N5O2
CCNc1ncc2ncc(=O)n(C)c2n1,2-(ethylamino)-8-methylpteridin-7-one,C9H11N5O
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(CCOC)c2n1,2-(ethylamino)-8-(2-methoxyethyl)-6-(2-phenylethyl)pteridin-7-one,C19H23N5O2
CCNc1ncc2ncc(=O)n(CCOC)c2n1,2-(ethylamino)-8-(2-methoxyethyl)pteridin-7-one,C11H15N5O2
CCNc1ncc2ncc(=O)n(CCc3ccccc3)c2n1,2-(ethylamino)-8-(2-phenylethyl)pteridin-7-one,C16H17N5O
CCNc1ncc2ncc(=O)n(C3CC3)c2n1,8-cyclopropyl-2-(ethylamino)pteridin-7-one,C11H13N5O
CCNc1ncc2ncc(=O)n(C[C@H]3CCCO3)c2n1,2-(ethylamino)-8-[[(2R)-oxolan-2-yl]methyl]pteridin-7-one,C13H17N5O2
CCNc1ncc2ncc(=O)n(Cc3ccc(F)cc3)c2n1,2-(ethylamino)-8-[(4-fluorophenyl)methyl]pteridin-7-one,C15H14FN5O
CCNc1ncc2ncc(=O)n(Cc3cccc(OC)c3)c2n1,2-(ethylamino)-8-[(3-methoxyphenyl)methyl]pteridin-7-one,C16H17N5O2
CCNc1ncc2ncc(=O)n(Cc3cccs3)c2n1,2-(ethylamino)-8-(thiophen-2-ylmethyl)pteridin-7-one,C13H13N5OS
CCO/C([O-])=N/c1c[n+](N2CCOCC2)no1,1-ethoxy-N-(3-morpholin-4-yloxadiazol-3-ium-5-yl)methanimidate,C9H14N4O4
CCOC(=O)/C(=C/Nc1ccccc1)[N+](=O)[O-],ethyl (Z)-3-anilino-2-nitroprop-2-enoate,C11H12N2O4
CCOC(=O)/C(C#N)=C1/C=CN(C)C=N1,ethyl (2Z)-2-cyano-2-(1-methylpyrimidin-4-ylidene)acetate,C10H11N3O2
CCO/C(C)=N/n1c2nc3ccccc3nc2c2c(=O)n(CC(C)C)c(C)nc21,"ethyl (1E)-N-[14-methyl-13-(2-methylpropyl)-12-oxo-2,9,13,15,17-pentazatetracyclo[8.7.0.03,8.011,16]heptadeca-1,3,5,7,9,11(16),14-heptaen-17-yl]ethanimidate",C21H24N6O2
CCOC(=O)/C(C#N)=C\N(C)C,ethyl (Z)-2-cyano-3-(dimethylamino)prop-2-enoate,C8H12N2O2
CCOC(=O)/C(C#N)=C\c1ccc(OCC(=O)Nc2ccc(C)cc2C)c(OC)c1,"ethyl (Z)-2-cyano-3-[4-[2-(2,4-dimethylanilino)-2-oxoethoxy]-3-methoxyphenyl]prop-2-enoate",C23H24N2O5
CCOC(=O)/C(C(N)=NCCCO)=C(/O)c1ccccc1,ethyl (E)-3-hydroxy-2-[N'-(3-hydroxypropyl)carbamimidoyl]-3-phenylprop-2-enoate,C15H20N2O4
CCOC(=O)/C=C1\NC(C)(C)Cc2cc(OC)c(O)cc21,"ethyl (2Z)-2-(7-hydroxy-6-methoxy-3,3-dimethyl-2,4-dihydroisoquinolin-1-ylidene)acetate",C16H21NO4
CCOC(=O)/C(C(N)=NCCCO)=C(\O)OCC,ethyl (E)-3-ethoxy-3-hydroxy-2-[N'-(3-hydroxypropyl)carbamimidoyl]prop-2-enoate,C11H20N2O5
CCOC(=O)C(/C(N)=N/C(=O)Nc1ccccc1)=C(\C)O,,C14H17N3O4
CCOC(=O)C(=CNCC(=O)O)C(=O)OCC,2-[(3-ethoxy-2-ethoxycarbonyl-3-oxoprop-1-enyl)amino]acetic acid,C10H15NO6
CCOC(=O)C(=CNc1cccc(C)c1C)C(=O)OCC,"diethyl 2-[(2,3-dimethylanilino)methylidene]propanedioate",C16H21NO4
CCOC(=O)C(=CNc1ncccc1C)C(=O)OCC,diethyl 2-[[(3-methyl-2-pyridinyl)amino]methylidene]propanedioate,C14H18N2O4
CCOC(=O)C(=Cc1ccc(F)cc1)C(=O)OCC,diethyl 2-[(4-fluorophenyl)methylidene]propanedioate,C14H15FO4
CCOC(=O)C(=Cc1ccc(-c2ccsc2C(=O)OC)o1)C(=O)OCC,diethyl 2-[[5-(2-methoxycarbonylthiophen-3-yl)furan-2-yl]methylidene]propanedioate,C18H18O7S
CCOC(=O)C(=O)NCc1ccc(/C=C2\C(=O)C(C(=O)OC)=C(C)N2c2ccc(F)cc2)o1,methyl (5E)-5-[[5-[[(2-ethoxy-2-oxoacetyl)amino]methyl]furan-2-yl]methylidene]-1-(4-fluorophenyl)-2-methyl-4-oxopyrrole-3-carboxylate,C23H21FN2O7
CCOC(=O)C(=O)NCc1ccc(/C=C2\C(=O)C(C(=O)OC)=C(C)N2c2ccccc2)o1,methyl (5E)-5-[[5-[[(2-ethoxy-2-oxoacetyl)amino]methyl]furan-2-yl]methylidene]-2-methyl-4-oxo-1-phenylpyrrole-3-carboxylate,C23H22N2O7
CCOC(=O)C(C(=O)N(C)C)c1ncc(C(F)(F)F)cc1Cl,ethyl 2-[3-chloro-5-(trifluoromethyl)-2-pyridinyl]-3-(dimethylamino)-3-oxopropanoate,C13H14ClF3N2O3
CCOC(=O)C(C(=O)NCc1ccc(C)cc1)c1ncc(C(F)(F)F)cc1Cl,ethyl 2-[3-chloro-5-(trifluoromethyl)-2-pyridinyl]-3-[(4-methylphenyl)methylamino]-3-oxopropanoate,C19H18ClF3N2O3
CCOC(=O)C(C)(C)[C@H](O)C(C)C,"ethyl (3R)-3-hydroxy-2,2,4-trimethylpentanoate",C10H20O3
CCOC(=O)C(C)CC(C)C(=O)N1CCOCCN(C(=O)C(C)CC(C)C(=O)OCC)CCOCC1,"ethyl 5-[10-(5-ethoxy-2,4-dimethyl-5-oxopentanoyl)-1,7-dioxa-4,10-diazacyclododec-4-yl]-2,4-dimethyl-5-oxopentanoate",C26H46N2O8
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,ethyl 2-(4-chlorophenoxy)-2-methylpropanoate,C12H15ClO3
CCOC(=O)C(C)Sc1ncc(OC)c(Sc2ccc(Cl)cc2)n1,ethyl 2-[4-(4-chlorophenyl)sulfanyl-5-methoxypyrimidin-2-yl]sulfanylpropanoate,C16H17ClN2O3S2
CCOC(=O)C(C)Sc1nnc(CNC(=O)c2ccc(OC)cc2)n1C1CCCCC1,"ethyl 2-[[4-cyclohexyl-5-[[(4-methoxybenzoyl)amino]methyl]-1,2,4-triazol-3-yl]sulfanyl]propanoate",C22H30N4O4S
CCOC(=O)C(C)n1cnc2c(oc3ccccc32)c1=O,"ethyl 2-(4-oxo-[1]benzofuro[3,2-d]pyrimidin-3-yl)propanoate",C15H14N2O4
CCOC(=O)C(NC(C)=O)C(=O)O,2-acetamido-3-ethoxy-3-oxopropanoic acid,C7H11NO5
CCOC(=O)C(CC)(CC)C(=O)/C=C/c1ccc(Br)cc1,"ethyl (E)-5-(4-bromophenyl)-2,2-diethyl-3-oxopent-4-enoate",C17H21BrO3
CCOC(=O)C(Sc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3)c1ccccc1,"ethyl 2-[(8-morpholin-4-yl-11-thia-9,14,16-triazatetracyclo[8.7.0.02,7.012,17]heptadeca-1,7,9,12,14,16-hexaen-13-yl)sulfanyl]-2-phenylacetate",C27H28N4O3S2
CCOC(=O)C(NC(C)=O)C(OC(C)=O)c1cccc(N(CCO)CCO)c1,ethyl 2-acetamido-3-acetyloxy-3-[3-[bis(2-hydroxyethyl)amino]phenyl]propanoate,C19H28N2O7
CCOC(=O)C1(S(=O)(=O)c2ccccc2)CCN(Cc2ccccc2)CC1,ethyl 4-(benzenesulfonyl)-1-benzylpiperidine-4-carboxylate,C21H25NO4S
CCOC(=O)C1(C(=O)O)NC(=O)CC1c1ccccc1,2-ethoxycarbonyl-5-oxo-3-phenylpyrrolidine-2-carboxylic acid,C14H15NO5
CCOC(=O)C1=C(C)N(C)C(=S)NC1c1ccccc1Cl,"ethyl 6-(2-chlorophenyl)-3,4-dimethyl-2-sulfanylidene-1,6-dihydropyrimidine-5-carboxylate",C15H17ClN2O2S
CCOC(=O)C1=C(C)C(c2ccccc2OC)NC(=S)N1,"ethyl 4-(2-methoxyphenyl)-5-methyl-2-sulfanylidene-3,4-dihydro-1H-pyrimidine-6-carboxylate",C15H18N2O3S
CCOC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1ccc(OC)cc1,"ethyl 3-benzyl-6-(4-methoxyphenyl)-4-methyl-2-oxo-1,6-dihydropyrimidine-5-carboxylate",C22H24N2O4
CCOC(=O)C1=C(C)N(CC(C)C)C(=O)/C1=C\c1ccc(OCC(=O)Nc2ccccc2)cc1,ethyl (4Z)-4-[[4-(2-anilino-2-oxoethoxy)phenyl]methylidene]-2-methyl-1-(2-methylpropyl)-5-oxopyrrole-3-carboxylate,C27H30N2O5
CCOC(=O)C1=C(C)N=C2SC(C(=O)OC)=CC(=O)N2C1c1cccc(OC)c1,"7-O-ethyl 2-O-methyl 6-(3-methoxyphenyl)-8-methyl-4-oxo-6H-pyrimido[2,1-b][1,3]thiazine-2,7-dicarboxylate",C20H20N2O6S
CCOC(=O)C1=C(C)N=C2c3ccccc3C(=O)C2C1c1ccc(C)cc1,"ethyl 2-methyl-4-(4-methylphenyl)-5-oxo-4,4a-dihydroindeno[1,2-b]pyridine-3-carboxylate",C23H21NO3
CCOC(=O)C1=C(C)N=C2c3ccccc3C(=O)C2C1c1ccc(Cl)cc1,"ethyl 4-(4-chlorophenyl)-2-methyl-5-oxo-4,4a-dihydroindeno[1,2-b]pyridine-3-carboxylate",C22H18ClNO3
CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,"ethyl 4-(furan-3-yl)-6-methyl-2-oxo-3,4-dihydro-1H-pyrimidine-5-carboxylate",C12H14N2O4
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1sccc1C,"diethyl 2,6-dimethyl-4-(3-methylthiophen-2-yl)-1,4-dihydropyridine-3,5-dicarboxylate",C18H23NO4S
CCOC(=O)C1=C(C)NC(c2ccccc2)=C(C(=O)OCc2ccc([N+](=O)[O-])cc2)[C@@H]1C#Cc1ccccc1,"3-O-ethyl 5-O-[(4-nitrophenyl)methyl] (4R)-2-methyl-6-phenyl-4-(2-phenylethynyl)-1,4-dihydropyridine-3,5-dicarboxylate",C31H26N2O6
CCOC(=O)C1=C(C)NC2=C(C(=O)C(C(=O)OCC)C(c3ccc(OC)cc3)C2)C1c1ccccn1,"diethyl 7-(4-methoxyphenyl)-2-methyl-5-oxo-4-pyridin-2-yl-4,6,7,8-tetrahydro-1H-quinoline-3,6-dicarboxylate",C28H30N2O6
CCOC(=O)C1=C(C)NC2(O)c3ccccc3C(=O)C12O,"ethyl 3a,8b-dihydroxy-2-methyl-4-oxo-1H-indeno[1,2-b]pyrrole-3-carboxylate",C15H15NO5
CCOC(=O)C1=C(C)Nc2ncnn2C1c1cccnc1,"ethyl 5-methyl-7-pyridin-3-yl-4,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxylate",C14H15N5O2
CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)N(C)c1ccccc12,"ethyl 6'-amino-5'-cyano-1,2'-dimethyl-2-oxospiro[indole-3,4'-pyran]-3'-carboxylate",C18H17N3O4
CCOC(=O)C1=C(CSc2nc3ccccc3s2)NC(=O)NC1c1cc(C)ccc1C,"ethyl 6-(1,3-benzothiazol-2-ylsulfanylmethyl)-4-(2,5-dimethylphenyl)-2-oxo-3,4-dihydro-1H-pyrimidine-5-carboxylate",C23H23N3O3S2
CCOC(=O)C1=C(CSc2nc(-c3ccccc3)ccc2C#N)OC(N)=C(C#N)C1c1ccc(OC)cc1,ethyl 6-amino-5-cyano-2-[(3-cyano-6-phenyl-2-pyridinyl)sulfanylmethyl]-4-(4-methoxyphenyl)-4H-pyran-3-carboxylate,C29H24N4O4S
CCOC(=O)C1=C(N)Oc2ccc(Br)cc2[C@@H]1[C@@H](C#N)C(=O)OCC,ethyl (4S)-2-amino-6-bromo-4-[(1S)-1-cyano-2-ethoxy-2-oxoethyl]-4H-chromene-3-carboxylate,C17H17BrN2O5
CCOC(=O)C1=C(N)n2c(s/c(=C/c3ccccc3)c2=O)=C(C(=O)OCC)C1c1ccccc1,"diethyl (2E)-5-amino-2-benzylidene-3-oxo-7-phenyl-7H-[1,3]thiazolo[3,2-a]pyridine-6,8-dicarboxylate",C26H24N2O5S
CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccco3)c2=O)=C(C(=O)OCC)C1c1ccco1,"diethyl (2Z)-5-amino-7-(furan-2-yl)-2-(furan-2-ylmethylidene)-3-oxo-7H-[1,3]thiazolo[3,2-a]pyridine-6,8-dicarboxylate",C22H20N2O7S
CCOC(=O)C1=C(O)/C(=C/c2ccc(-c3ccccc3C(=O)O)o2)SC1=Nc1ccc(C)cc1,2-[5-[(Z)-[4-ethoxycarbonyl-3-hydroxy-5-(4-methylphenyl)iminothiophen-2-ylidene]methyl]furan-2-yl]benzoic acid,C26H21NO6S
CCOC(=O)C1=C(O)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C1c1ccc(OC)cc1,ethyl 4-hydroxy-2-(4-methoxyphenyl)-5-oxo-1-(4-sulfamoylphenyl)-2H-pyrrole-3-carboxylate,C20H20N2O7S
CCOC(=O)C1=C(O)C(=O)N(Cc2ccccc2)C1,ethyl 1-benzyl-4-hydroxy-5-oxo-2H-pyrrole-3-carboxylate,C14H15NO4
CCOC(=O)C1=C(O)C(Nc2nccs2)(C(F)(F)F)N=C1C,"ethyl 4-hydroxy-2-methyl-5-(1,3-thiazol-2-ylamino)-5-(trifluoromethyl)pyrrole-3-carboxylate",C12H12F3N3O3S
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(OC)c(OC)c(OC)c3)c(=O)n2C1c1cccs1,"ethyl (2Z)-3-oxo-7-phenyl-5-thiophen-2-yl-2-[(3,4,5-trimethoxyphenyl)methylidene]-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",C29H26N2O6S2
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccc(O)cc3)c(=O)n2C1c1cccs1,"ethyl (2Z)-2-[(4-hydroxyphenyl)methylidene]-3-oxo-7-phenyl-5-thiophen-2-yl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",C26H20N2O4S2
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cccc(O)c3)c(=O)n2C1c1cccs1,"ethyl (2Z)-2-[(3-hydroxyphenyl)methylidene]-3-oxo-7-phenyl-5-thiophen-2-yl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",C26H20N2O4S2
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccco3)c(=O)n2C1c1cccs1,"ethyl (2Z)-2-(furan-2-ylmethylidene)-3-oxo-7-phenyl-5-thiophen-2-yl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",C24H18N2O4S2
CCOC(=O)C1=C(c2ccccc2)OC(N)=C(C#N)C1c1ccc(Cl)s1,ethyl 6-amino-4-(5-chlorothiophen-2-yl)-5-cyano-2-phenyl-4H-pyran-3-carboxylate,C19H15ClN2O3S
CCOC(=O)C1=C2SCC(=O)N2C(N)=C(C#N)C1,"ethyl 5-amino-6-cyano-3-oxo-7H-[1,3]thiazolo[3,2-a]pyridine-8-carboxylate",C11H11N3O3S
CCOC(=O)C1=C[C@@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@H]32,"ethyl (15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18),16-pentaene-17-carboxylate",C22H26N2O2
CCOC(=O)C1=NNC2(c3ccc(Cl)cc3)C(=O)N(c3cc(C)cc(C)c3)C(=O)C12,"ethyl 6a-(4-chlorophenyl)-5-(3,5-dimethylphenyl)-4,6-dioxo-1,3a-dihydropyrrolo[3,4-c]pyrazole-3-carboxylate",C22H20ClN3O4
CCOC(=O)C1=NOC(CNC(=O)C2=NOC(CNC(=O)c3c(-c4ccccc4Cl)noc3C)C2)C1,"ethyl 5-[[[5-[[[3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]methyl]-4,5-dihydro-1,2-oxazole-3-carbonyl]amino]methyl]-4,5-dihydro-1,2-oxazole-3-carboxylate",C23H24ClN5O7
CCOC(=O)C1=NO[C@@]2(C=C(Br)C3(OCCCO3)[C@H]3O[C@H]32)C1,,C14H16BrNO6
CCOC(=O)C1C(=O)C=C(/C=C/c2ccccc2)CC1c1ccc(Cl)cc1,ethyl 6-(4-chlorophenyl)-2-oxo-4-[(E)-2-phenylethenyl]cyclohex-3-ene-1-carboxylate,C23H21ClO3
CCOC(=O)C1C(=O)C=C(c2ccc(C)cc2)CC1c1ccco1,ethyl 6-(furan-2-yl)-4-(4-methylphenyl)-2-oxocyclohex-3-ene-1-carboxylate,C20H20O4
CCOC(=O)C1C(=O)NC(C)C1c1ccccc1,ethyl 5-methyl-2-oxo-4-phenylpyrrolidine-3-carboxylate,C14H17NO3
CCOC(=O)C1CCCN(C(=O)/C=C/c2cccc([N+](=O)[O-])c2)C1,ethyl 1-[(E)-3-(3-nitrophenyl)prop-2-enoyl]piperidine-3-carboxylate,C17H20N2O5
CCOC(=O)C1CCCN(C(=O)C2CCN(S(=O)(=O)CC)CC2)C1,ethyl 1-(1-ethylsulfonylpiperidine-4-carbonyl)piperidine-3-carboxylate,C16H28N2O5S
CCOC(=O)C1CCCN(C(=O)C2CCN(S(=O)(=O)N3CCC4(CC3)OCCO4)CC2)C1,"ethyl 1-[1-(1,4-dioxa-8-azaspiro[4.5]decan-8-ylsulfonyl)piperidine-4-carbonyl]piperidine-3-carboxylate",C21H35N3O7S
CCOC(=O)C1CCCN(C(=O)CCn2nc(-c3ccccc3)ccc2=O)C1,ethyl 1-[3-(6-oxo-3-phenylpyridazin-1-yl)propanoyl]piperidine-3-carboxylate,C21H25N3O4
CCOC(=O)C1CCCN(C(=O)CSCc2ccccc2)C1,ethyl 1-(2-benzylsulfanylacetyl)piperidine-3-carboxylate,C17H23NO3S
CCOC(=O)C1CCCN(C(=O)c2sc3nc(-c4ccc(OC)cc4)cn3c2C)C1,"ethyl 1-[6-(4-methoxyphenyl)-3-methylimidazo[2,1-b][1,3]thiazole-2-carbonyl]piperidine-3-carboxylate",C22H25N3O4S
CCOC(=O)C1CCCN(S(=O)(=O)c2ccccc2)C1,ethyl 1-(benzenesulfonyl)piperidine-3-carboxylate,C14H19NO4S
CCOC(=O)C1CCCN(C/C=C/c2ccccc2[N+](=O)[O-])C1,ethyl 1-[(E)-3-(2-nitrophenyl)prop-2-enyl]piperidine-3-carboxylate,C17H22N2O4
CCOC(=O)C1CCCN(c2ncnc3c2cnn3-c2ccc(Cl)cc2)C1,"ethyl 1-[1-(4-chlorophenyl)pyrazolo[5,4-d]pyrimidin-4-yl]piperidine-3-carboxylate",C19H20ClN5O2
CCOC(=O)C1CCCN(c2ncnc3c2cnn3-c2cccc(C)c2)C1,"ethyl 1-[1-(3-methylphenyl)pyrazolo[5,4-d]pyrimidin-4-yl]piperidine-3-carboxylate",C20H23N5O2
CCOC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)CC1,ethyl 1-(1-pyrrolidin-1-ylsulfonylpiperidine-4-carbonyl)piperidine-4-carboxylate,C18H31N3O5S
CCOC(=O)C1CCN(C(=O)C23CC4CC(CC(C4)C2)C3)CC1,ethyl 1-(adamantane-1-carbonyl)piperidine-4-carboxylate,C19H29NO3
CCOC(=O)C1CCN(C(=O)c2ccccc2NC(C)=O)CC1,ethyl 1-(2-acetamidobenzoyl)piperidine-4-carboxylate,C17H22N2O4
CCOC(=O)C1CCN(C(=O)C2CCN(c3nc4ccc(OC)cc4s3)CC2)CC1,"ethyl 1-[1-(6-methoxy-1,3-benzothiazol-2-yl)piperidine-4-carbonyl]piperidine-4-carboxylate",C22H29N3O4S
CCOC(=O)C1CCN(C(=O)c2cccnc2Cl)CC1,ethyl 1-(2-chloropyridine-3-carbonyl)piperidine-4-carboxylate,C14H17ClN2O3
CCOC(=O)C1CCN(Cc2cnc(Oc3ccc(OC)cc3)s2)CC1,"ethyl 1-[[2-(4-methoxyphenoxy)-1,3-thiazol-5-yl]methyl]piperidine-4-carboxylate",C19H24N2O4S
CCOC(=O)C1CCN(c2c(NCc3ccc(C(=O)NCCC(C)C)cc3)c(=O)c2=O)CC1,"ethyl 1-[2-[[4-(3-methylbutylcarbamoyl)phenyl]methylamino]-3,4-dioxocyclobuten-1-yl]piperidine-4-carboxylate",C25H33N3O5
CCOC(=O)C1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(CC(=O)OC)ccc2O1,"ethyl 6-(2-methoxy-2-oxoethyl)-4-[3-(trifluoromethyl)phenyl]sulfonyl-2,3-dihydro-1,4-benzoxazine-2-carboxylate",C21H20F3NO7S
CCOC(=O)CC(=O)CSc1nc(-c2cccnc2)cc(C)c1C#N,ethyl 4-[(3-cyano-4-methyl-6-pyridin-3-yl-2-pyridinyl)sulfanyl]-3-oxobutanoate,C18H17N3O3S
CCOC(=O)C1Cc2c([nH]c3ccccc23)CN1.Cl,"ethyl 2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylate;hydrochloride",C14H17ClN2O2
CCOC(=O)CC(=O)CSc1nnc2c(n1)[nH]c1ccccc12,"ethyl 3-oxo-4-(5H-[1,2,4]triazino[5,6-b]indol-3-ylsulfanyl)butanoate",C15H14N4O3S
CCOC(=O)CC(=O)Nc1ccccc1C(=O)O,2-[(3-ethoxy-3-oxopropanoyl)amino]benzoic acid,C12H13NO5
CCOC(=O)CC(=O)Nc1nnc(CC)s1,"ethyl 3-[(5-ethyl-1,3,4-thiadiazol-2-yl)amino]-3-oxopropanoate",C9H13N3O3S
CCOC(=O)CC(NC(=O)c1cccs1)c1ccc(OCC)cc1,ethyl 3-(4-ethoxyphenyl)-3-(thiophene-2-carbonylamino)propanoate,C18H21NO4S
CCOC(=O)CC1=C(C(=O)OCC)C2(C(=O)N1CC(=O)OC)C(C#N)=C(N)Oc1ccccc12,"ethyl 2-amino-3-cyano-2'-(2-ethoxy-2-oxoethyl)-1'-(2-methoxy-2-oxoethyl)-5'-oxospiro[chromene-4,4'-pyrrole]-3'-carboxylate",C23H23N3O8
CCOC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,"ethyl 2-[1-(3,4-dichlorophenyl)sulfonyl-3-oxopiperazin-2-yl]acetate",C14H16Cl2N2O5S
CCOC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccccc1Cl,ethyl 2-[1-(2-chlorophenyl)sulfonyl-3-oxopiperazin-2-yl]acetate,C14H17ClN2O5S
CCOC(=O)CCCNC(=O)CCCNC(=O)C(c1ccccc1)c1ccccc1,"ethyl 4-[4-[(2,2-diphenylacetyl)amino]butanoylamino]butanoate",C24H30N2O4
CCOC(=O)CCCNC(=O)c1cncc(Br)c1,ethyl 4-[(5-bromopyridine-3-carbonyl)amino]butanoate,C12H15BrN2O3
CCOC(=O)CCCc1c[nH]c2ccccc12,ethyl 4-(1H-indol-3-yl)butanoate,C14H17NO2
CCOC(=O)CCN1C(=O)[C@@H]2CC=C3C(=O)[C@H]4O[C@H]4[C@@H](O)[C@H]3[C@H]2C1=O,"ethyl 3-[(1S,2R,6R,11S,13S,14S)-14-hydroxy-3,5,10-trioxo-12-oxa-4-azatetracyclo[7.5.0.02,6.011,13]tetradec-8-en-4-yl]propanoate",C17H19NO7
CCOC(=O)CCN1C(=O)[C@@H]2[C@@H](CC[C@@H]3C(=O)C=C[C@@H](O)[C@H]32)C1=O,"ethyl 3-[(3aR,5aS,9R,9aR,9bS)-9-hydroxy-1,3,6-trioxo-4,5,5a,9,9a,9b-hexahydro-3aH-benzo[e]isoindol-2-yl]propanoate",C17H21NO6
CCOC(=O)CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\NC(=O)OCC)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,"ethyl 3-[(3aS,5aS,6Z,8R,9S,9aS,9bS)-6-(ethoxycarbonylhydrazinylidene)-8,9-dihydroxy-1,3-dioxo-4,5,5a,7,8,9,9a,9b-octahydro-3aH-benzo[e]isoindol-2-yl]propanoate",C20H29N3O8
