Drug_ID,Drug,Y,task_label
TOX4498,Nc1ccccc1O,0.0,NR-AR-LBD
TOX24948,COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX12386,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX25540,Cc1cccc(C)c1NC(=O)C(C)N,0.0,NR-AR-LBD
TOX14769,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,0.0,NR-AR-LBD
TOX7048,O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1,0.0,NR-AR-LBD
TOX4967,Nc1cc(Cl)ccc1Cl,0.0,NR-AR-LBD
TOX4966,Nc1ccc(Cl)cc1Cl,0.0,NR-AR-LBD
TOX7436,O=[PH](O)c1ccccc1,0.0,NR-AR-LBD
TOX26161,O=C(O)CNC(=O)c1ccccc1I,0.0,NR-AR-LBD
TOX26163,CCNC(=O)NCc1cccc(Cl)c1,0.0,NR-AR-LBD
TOX27567,CCC(C)C(=O)OCCc1ccccc1,0.0,NR-AR-LBD
TOX5569,Cc1ccccc1C(N)=O,0.0,NR-AR-LBD
TOX5567,COC(=O)c1ccccc1N,0.0,NR-AR-LBD
TOX27784,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,0.0,NR-AR-LBD
TOX5879,O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,0.0,NR-AR-LBD
TOX9665,CC(CO)Oc1ccccc1,0.0,NR-AR-LBD
TOX22325,CCCc1ccc(OC)cc1,0.0,NR-AR-LBD
TOX14576,O=C(CBr)c1ccc(O)cc1,0.0,NR-AR-LBD
TOX4774,FC(F)(F)c1ccccc1Cl,0.0,NR-AR-LBD
TOX4770,O=C(O)c1cccc(Cl)c1,0.0,NR-AR-LBD
TOX4771,O=C(O)c1ccccc1Cl,0.0,NR-AR-LBD
TOX4772,O=C(O)c1ccc(Cl)cc1,0.0,NR-AR-LBD
TOX4773,FC(F)(F)c1cccc(Cl)c1,0.0,NR-AR-LBD
TOX7236,Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],0.0,NR-AR-LBD
TOX13241,CC(=O)CCc1ccccc1,0.0,NR-AR-LBD
TOX6308,Cc1ccc(N)cc1C,0.0,NR-AR-LBD
TOX21075,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0.0,NR-AR-LBD
TOX24553,Cc1ccccc1S(=O)(=O)[O-],0.0,NR-AR-LBD
TOX25976,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,0.0,NR-AR-LBD
TOX241,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,0.0,NR-AR-LBD
TOX246,NC(=O)Nc1ccc([As](=O)(O)O)cc1,0.0,NR-AR-LBD
TOX245,NC(=O)NNc1ccccc1,0.0,NR-AR-LBD
TOX21317,O=C(O)c1cc(I)cc(I)c1I,0.0,NR-AR-LBD
TOX29124,O=C(CC(=O)C(F)(F)F)c1ccccc1,0.0,NR-AR-LBD
TOX29121,O=Cc1cc(O)ccc1Br,0.0,NR-AR-LBD
TOX22521,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX27594,CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,0.0,NR-AR-LBD
TOX5991,O=Nc1ccc(O)cc1,0.0,NR-AR-LBD
TOX20802,CC(C)CCCCCCc1ccc(OCCOCCO)cc1,0.0,NR-AR-LBD
TOX7593,Clc1ccc(C(Cl)(Cl)Cl)cc1,0.0,NR-AR-LBD
TOX7833,CCc1cccc(C)c1N,0.0,NR-AR-LBD
TOX25003,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0.0,NR-AR-LBD
TOX1189,CNNCc1ccc(C(=O)NC(C)C)cc1,0.0,NR-AR-LBD
TOX24780,Cc1cc(Cl)c(C)cc1Cl,0.0,NR-AR-LBD
TOX6088,Clc1ccc(Cl)c(Cl)c1Cl,0.0,NR-AR-LBD
TOX6080,O=C(O)c1ccc(C(=O)O)cc1,0.0,NR-AR-LBD
TOX5690,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.0,NR-AR-LBD
TOX25783,Cc1cccc(C)c1OCC(C)N,0.0,NR-AR-LBD
TOX21336,[O-]c1cc(Cl)c(Cl)cc1Cl,0.0,NR-AR-LBD
TOX24347,COc1ccc(C(C)=O)cc1,0.0,NR-AR-LBD
TOX7452,COc1cc(Cl)ccc1Cl,0.0,NR-AR-LBD
TOX26146,C[C@@H](Cc1ccccc1)N(C)C,0.0,NR-AR-LBD
TOX26144,CCCCNCC(O)c1ccc(O)cc1,0.0,NR-AR-LBD
TOX21691,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,0.0,NR-AR-LBD
TOX5503,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,0.0,NR-AR-LBD
TOX13047,CSc1ccc(C=O)cc1,0.0,NR-AR-LBD
TOX1405,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],0.0,NR-AR-LBD
TOX22349,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0.0,NR-AR-LBD
TOX20274,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0.0,NR-AR-LBD
TOX7218,CCc1cccc(CC)c1N,0.0,NR-AR-LBD
TOX7219,O=C([O-])c1ccccc1,0.0,NR-AR-LBD
TOX24578,Cc1ccc(C)c(S(=O)(=O)[O-])c1,0.0,NR-AR-LBD
TOX24571,CC(C)c1cccc(O)c1,0.0,NR-AR-LBD
TOX25992,C[C@@H]([C@H](O)c1ccccc1)N(C)C,0.0,NR-AR-LBD
TOX2360,CC(C)(C)CC(C)(C)c1ccc(O)cc1,0.0,NR-AR-LBD
TOX25697,CC(=O)NC(Cc1ccccc1)C(=O)O,0.0,NR-AR-LBD
TOX3011,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,0.0,NR-AR-LBD
TOX22507,NC(=O)Nc1ccccc1,0.0,NR-AR-LBD
TOX6994,CCCCCCCCCCCCc1ccccc1,0.0,NR-AR-LBD
TOX7866,CCc1ccccc1CC,0.0,NR-AR-LBD
TOX4102,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0.0,NR-AR-LBD
TOX4100,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,0.0,NR-AR-LBD
TOX27684,C/C=C(\C)C(=O)OCCc1ccccc1,0.0,NR-AR-LBD
TOX21699,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,0.0,NR-AR-LBD
TOX27064,O=C(O)CCc1ccccc1,0.0,NR-AR-LBD
TOX27065,COc1ccccc1OC,0.0,NR-AR-LBD
TOX27060,COc1cccc(OC)c1,0.0,NR-AR-LBD
TOX24901,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,0.0,NR-AR-LBD
TOX2628,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.0,NR-AR-LBD
TOX25341,CCCNC(C)(C)COC(=O)c1ccccc1,0.0,NR-AR-LBD
TOX22422,OCC(O)c1ccccc1,0.0,NR-AR-LBD
TOX1717,Cc1cc(O)ccc1Cl,0.0,NR-AR-LBD
TOX1716,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0.0,NR-AR-LBD
TOX25763,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,0.0,NR-AR-LBD
TOX2193,C=C(C)C(=O)OCc1ccccc1,0.0,NR-AR-LBD
TOX12614,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX12613,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.0,NR-AR-LBD
TOX25500,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,0.0,NR-AR-LBD
TOX5570,CNC(=O)c1ccccc1,0.0,NR-AR-LBD
TOX21507,COc1ccc(Cl)cc1C,0.0,NR-AR-LBD
TOX288,Cc1cc(Cl)ccc1N,0.0,NR-AR-LBD
TOX8040,CCC(CC)Nc1ccc(C)c(C)c1,0.0,NR-AR-LBD
TOX3150,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0.0,NR-AR-LBD
TOX20290,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,0.0,NR-AR-LBD
TOX20296,O=C(O)c1c(Cl)ccc(Cl)c1Cl,0.0,NR-AR-LBD
TOX4512,Nc1cccc(C(F)(F)F)c1,0.0,NR-AR-LBD
TOX24595,CC(C)(C)C(=O)/C=C/c1ccc(Cl)cc1,0.0,NR-AR-LBD
TOX27863,CCCCCOC(=O)c1ccc(O)cc1,0.0,NR-AR-LBD
TOX27861,CCCCCCCCCOC(=O)c1ccc(O)cc1,0.0,NR-AR-LBD
TOX5064,Nc1ccc(F)cc1F,0.0,NR-AR-LBD
TOX5068,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0.0,NR-AR-LBD
TOX6602,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0.0,NR-AR-LBD
TOX12405,CNC(=O)Oc1cccc(N=CN(C)C)c1,0.0,NR-AR-LBD
TOX287,Cc1ccc(Cl)cc1N,0.0,NR-AR-LBD
TOX286,Cc1ccc(N)cc1Cl,0.0,NR-AR-LBD
TOX283,Nc1ccc(Cl)cc1N,0.0,NR-AR-LBD
TOX282,Nc1ccc(Cl)c(N)c1,0.0,NR-AR-LBD
TOX280,O=[N+]([O-])c1ccccc1Cl,0.0,NR-AR-LBD
TOX22198,CCCCNS(=O)(=O)c1ccc(C)cc1,0.0,NR-AR-LBD
TOX7803,CCN(CCN)c1cccc(C)c1,0.0,NR-AR-LBD
TOX7806,O=C([O-])CNc1ccccc1,0.0,NR-AR-LBD
TOX3292,CNC(C)Cc1ccccc1OC,0.0,NR-AR-LBD
TOX21828,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,0.0,NR-AR-LBD
TOX27662,Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1,0.0,NR-AR-LBD
TOX4128,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.0,NR-AR-LBD
TOX27001,COC(Cc1ccccc1)OC,0.0,NR-AR-LBD
TOX2978,CC[N+](C)(C)c1cccc(O)c1,0.0,NR-AR-LBD
TOX5659,COC(=O)c1ccccc1O,0.0,NR-AR-LBD
TOX25748,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,0.0,NR-AR-LBD
TOX25741,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0.0,NR-AR-LBD
TOX14250,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,0.0,NR-AR-LBD
TOX28246,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I,0.0,NR-AR-LBD
TOX28245,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I,0.0,NR-AR-LBD
TOX25521,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0.0,NR-AR-LBD
TOX7390,O=S(=O)(O)c1ccccc1O,0.0,NR-AR-LBD
TOX24435,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.0,NR-AR-LBD
TOX24437,Nc1cc(N)cc(C(=O)O)c1,0.0,NR-AR-LBD
TOX12365,N#Cc1c(Cl)cccc1Cl,0.0,NR-AR-LBD
TOX143,O=C(O)c1ccccc1,0.0,NR-AR-LBD
TOX148,ClC(Cl)(Cl)c1ccccc1,0.0,NR-AR-LBD
TOX149,NNC(=O)c1ccccc1,0.0,NR-AR-LBD
TOX828,COc1ccc(O)cc1,0.0,NR-AR-LBD
TOX5896,C[C@@H](N)[C@@H](O)c1ccccc1,0.0,NR-AR-LBD
TOX6811,Sc1ccccc1,0.0,NR-AR-LBD
TOX26270,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0,NR-AR-LBD
TOX26275,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,0.0,NR-AR-LBD
TOX20720,Nc1cc(Cl)c(O)c(Cl)c1,0.0,NR-AR-LBD
TOX2086,NC(=O)c1ccc([N+](=O)[O-])cc1,0.0,NR-AR-LBD
TOX1544,Oc1ccccc1Cl,0.0,NR-AR-LBD
TOX27493,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0.0,NR-AR-LBD
TOX27497,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,0.0,NR-AR-LBD
TOX7259,N#Cc1cccc(C#N)c1,0.0,NR-AR-LBD
TOX24607,CCC(C)OC(=O)c1ccc(O)cc1,0.0,NR-AR-LBD
TOX24606,Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,0.0,NR-AR-LBD
TOX24609,N#Cc1c(F)cccc1F,0.0,NR-AR-LBD
TOX2014,COc1ccc(OC)cc1,0.0,NR-AR-LBD
TOX6664,SCc1ccccc1,0.0,NR-AR-LBD
TOX2420,NCCc1ccc(O)c(O)c1,0.0,NR-AR-LBD
TOX26045,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.0,NR-AR-LBD
TOX1236,Nc1ccc(NCCO)c([N+](=O)[O-])c1,0.0,NR-AR-LBD
TOX27648,CC(=O)OCCCc1ccccc1,0.0,NR-AR-LBD
TOX27649,COc1ccc(COC=O)cc1,0.0,NR-AR-LBD
TOX27027,CC(C)CC(C)CC(C)CC(C)COC(=O)c1ccccc1C(=O)OCC(C)CC(C)CC(C)CC(C)C,0.0,NR-AR-LBD
TOX2833,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0.0,NR-AR-LBD
TOX25695,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,0.0,NR-AR-LBD
TOX6060,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0,NR-AR-LBD
TOX1284,C=Cc1ccccc1,0.0,NR-AR-LBD
TOX25899,CCCCCCOc1ccccc1C(N)=O,0.0,NR-AR-LBD
TOX2480,CCc1cccc(O)c1,0.0,NR-AR-LBD
TOX2489,O=C(O)/C=C/c1ccccc1,0.0,NR-AR-LBD
TOX25492,CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,0.0,NR-AR-LBD
TOX28913,O=C(OCCO)c1ccccc1O,0.0,NR-AR-LBD
TOX28811,COc1cc(C[C@H](C)N)c(OC)cc1C,0.0,NR-AR-LBD
TOX24414,Nc1cc(C(=O)O)ccc1Cl,0.0,NR-AR-LBD
TOX3286,COc1ccccc1OCC(O)COC(N)=O,0.0,NR-AR-LBD
TOX12309,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,0.0,NR-AR-LBD
TOX21185,N#CCc1ccc(Cl)cc1Cl,0.0,NR-AR-LBD
TOX24353,CCOC(=O)Cc1ccccc1,0.0,NR-AR-LBD
TOX5873,O=C(O)COc1ccccc1,0.0,NR-AR-LBD
TOX26891,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0.0,NR-AR-LBD
TOX17750,CC/C=C\CCOC(=O)c1ccccc1O,0.0,NR-AR-LBD
TOX26256,CC(=O)Nc1ccc(OC(C)=O)cc1,0.0,NR-AR-LBD
TOX20707,CCCCCc1ccc(N)cc1,0.0,NR-AR-LBD
TOX20702,Cc1ccc(Cl)cc1Cl,0.0,NR-AR-LBD
TOX20703,CC(C)(C)c1ccc(C(=O)O)cc1,0.0,NR-AR-LBD
TOX20700,CO[Si](OC)(OC)c1ccccc1,0.0,NR-AR-LBD
TOX20708,CCCCCCc1ccc(N)cc1,0.0,NR-AR-LBD
TOX1563,Oc1cc(O)c(Cl)cc1Cl,0.0,NR-AR-LBD
TOX24620,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,0.0,NR-AR-LBD
TOX28704,O=C(CCCCCCCCC#CI)Oc1ccccc1,0.0,NR-AR-LBD
TOX28703,CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0.0,NR-AR-LBD
TOX6232,CCCC(=O)c1cc(O)c(O)cc1O,0.0,NR-AR-LBD
TOX20,CC(=O)Nc1ccc(CC(=O)O)cc1,0.0,NR-AR-LBD
TOX716,Oc1ccc(O)cc1,0.0,NR-AR-LBD
TOX6640,CC(C)c1cccc(C(C)C)c1,0.0,NR-AR-LBD
TOX6641,O=C(Cl)c1cccc(C(=O)Cl)c1,0.0,NR-AR-LBD
TOX6647,O=C(O)c1ccc(O)cc1,0.0,NR-AR-LBD
TOX6645,Cc1ccc(C(C)C)cc1,0.0,NR-AR-LBD
TOX829,COC(C(=O)O)c1ccccc1,0.0,NR-AR-LBD
TOX2549,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,0.0,NR-AR-LBD
TOX4869,CC(C)(OO)c1ccccc1,0.0,NR-AR-LBD
TOX26060,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,0.0,NR-AR-LBD
TOX26066,Nc1ccc(C(=O)[O-])c(O)c1,0.0,NR-AR-LBD
TOX21756,CCNC(=O)C(C)OC(=O)Nc1ccccc1,0.0,NR-AR-LBD
TOX5610,COC(=O)c1ccc(C=O)cc1,0.0,NR-AR-LBD
TOX22224,Oc1ccccc1[Hg]Cl,1.0,NR-AR-LBD
TOX25702,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,0.0,NR-AR-LBD
TOX4699,CC(C)(C)OOC(=O)c1ccccc1,0.0,NR-AR-LBD
TOX3516,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0.0,NR-AR-LBD
TOX4529,COc1cccc(N)c1,0.0,NR-AR-LBD
TOX24470,CCC(=O)c1ccccc1,0.0,NR-AR-LBD
TOX24473,O=S(=O)(O)c1ccc(Cl)cc1,0.0,NR-AR-LBD
TOX12329,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0.0,NR-AR-LBD
TOX107,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0.0,NR-AR-LBD
TOX108,CC(=O)Oc1ccccc1C(=O)O,0.0,NR-AR-LBD
TOX4980,O=C(O)c1ccc(Cl)c(Cl)c1,0.0,NR-AR-LBD
TOX4320,Clc1cc(Cl)c(Cl)cc1Cl,0.0,NR-AR-LBD
TOX4065,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0.0,NR-AR-LBD
TOX4066,O=[N+]([O-])c1ccccc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX4062,Cc1ccc(O)cc1C,0.0,NR-AR-LBD
TOX4063,Cc1cccc(C)c1O,0.0,NR-AR-LBD
TOX6,CC(=O)Nc1ccc(O)cc1,0.0,NR-AR-LBD
TOX24868,CC(=O)Nc1ccc(C)cc1C,0.0,NR-AR-LBD
TOX1002,CN(N=O)c1ccc([N+](=O)[O-])cc1,0.0,NR-AR-LBD
TOX28763,CC(COc1ccccc1)NN,0.0,NR-AR-LBD
TOX28769,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,0.0,NR-AR-LBD
TOX9247,CC(C)(O)c1ccc(C(C)(C)O)cc1,0.0,NR-AR-LBD
TOX5005,Oc1ccc(Cl)c(Cl)c1,0.0,NR-AR-LBD
TOX5004,Oc1c(Cl)cccc1Cl,0.0,NR-AR-LBD
TOX2051,Cc1ccccc1C=O,0.0,NR-AR-LBD
TOX5006,Oc1cc(Cl)cc(Cl)c1,0.0,NR-AR-LBD
TOX5001,Oc1cccc(Cl)c1Cl,0.0,NR-AR-LBD
TOX2056,Clc1cccc(Cl)c1,0.0,NR-AR-LBD
TOX5003,Oc1cc(Cl)ccc1Cl,0.0,NR-AR-LBD
TOX4157,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX18756,O=Cc1ccc(F)cc1,0.0,NR-AR-LBD
TOX732,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.0,NR-AR-LBD
TOX12464,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,0.0,NR-AR-LBD
TOX596,CCc1ccccc1,0.0,NR-AR-LBD
TOX7167,CC(C)(CCl)c1ccccc1,0.0,NR-AR-LBD
TOX1839,NCc1ccccc1,0.0,NR-AR-LBD
TOX1834,O=[N+]([O-])c1ccc(O)cc1,1.0,NR-AR-LBD
TOX1835,CN(C)c1ccc(C=O)cc1,0.0,NR-AR-LBD
TOX1831,Cc1cccc([N+](=O)[O-])c1,0.0,NR-AR-LBD
TOX1832,Cc1ccc(N(C)C)cc1,0.0,NR-AR-LBD
TOX26007,CNCc1ccccc1,0.0,NR-AR-LBD
TOX27603,CC(C)CC(=O)OCc1ccccc1,0.0,NR-AR-LBD
TOX27601,CC(C)(O)Cc1ccccc1,0.0,NR-AR-LBD
TOX27606,CCC(=O)OC/C=C/c1ccccc1,0.0,NR-AR-LBD
TOX27604,CCCC(=O)OCCc1ccccc1,0.0,NR-AR-LBD
TOX27608,CC(C)C(=O)OCC=Cc1ccccc1,0.0,NR-AR-LBD
TOX6022,Nc1ccc([As](=O)([O-])O)cc1,0.0,NR-AR-LBD
TOX9036,CCCCCCCc1ccc(O)cc1,0.0,NR-AR-LBD
TOX5639,Cc1cccc([N+](=O)[O-])c1C(=O)O,0.0,NR-AR-LBD
TOX2912,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,0.0,NR-AR-LBD
TOX5633,Cc1ccc(N)cc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX5637,Cc1c(C(=O)O)cccc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX22203,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX14232,CC(Oc1cccc(Cl)c1)C(=O)O,0.0,NR-AR-LBD
TOX24989,O=Cc1ccc(F)c(Br)c1,0.0,NR-AR-LBD
TOX28958,O=C(O)c1ccccc1S,0.0,NR-AR-LBD
TOX28954,OCC(O)COc1ccc(Cl)cc1,0.0,NR-AR-LBD
TOX24981,O=P(O)(O)Oc1ccccc1,0.0,NR-AR-LBD
TOX25851,CCC(=O)c1c(O)cc(O)cc1O,0.0,NR-AR-LBD
TOX1790,O=[N+]([O-])c1ccccc1O,0.0,NR-AR-LBD
TOX1065,Cc1ccccc1N=O,0.0,NR-AR-LBD
TOX697,CCCCCCOc1cc(C)c(O)c(C)c1C,0.0,NR-AR-LBD
TOX2265,CCc1cccc(CC)c1N(COC)C(=O)CCl,0.0,NR-AR-LBD
TOX3792,Cc1ccc([N+](=O)[O-])cc1,0.0,NR-AR-LBD
TOX5839,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,0.0,NR-AR-LBD
TOX22448,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.0,NR-AR-LBD
TOX22441,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,0.0,NR-AR-LBD
TOX25320,CCC(C)(CN(C)C)OC(=O)c1ccccc1,0.0,NR-AR-LBD
TOX25325,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,0.0,NR-AR-LBD
TOX15616,O=[N+]([O-])c1ccccc1[O-],0.0,NR-AR-LBD
TOX26710,NCC(O)c1cccc(O)c1,0.0,NR-AR-LBD
TOX4046,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.0,NR-AR-LBD
TOX17697,Cc1ccc(NC=O)c(C)c1,0.0,NR-AR-LBD
TOX27166,COc1ccc(CCC(C)=O)cc1,0.0,NR-AR-LBD
TOX24846,O=Cc1ccc(Cl)c([N+](=O)[O-])c1,0.0,NR-AR-LBD
TOX5794,O=[N+]([O-])c1cccc(C(F)(F)F)c1,0.0,NR-AR-LBD
TOX5791,Cc1ccccc1[N+](=O)[O-],0.0,NR-AR-LBD
TOX5793,O=[N+]([O-])c1ccccc1C(F)(F)F,0.0,NR-AR-LBD
TOX9262,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0,NR-AR-LBD
TOX9265,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,0.0,NR-AR-LBD
TOX2079,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0.0,NR-AR-LBD
TOX25139,NC(Cc1ccc(Cl)cc1)C(=O)O,0.0,NR-AR-LBD
TOX62,Nc1cc([N+](=O)[O-])ccc1O,0.0,NR-AR-LBD
TOX63,Nc1ccc([N+](=O)[O-])cc1O,0.0,NR-AR-LBD
TOX64,Nc1ccc(O)c([N+](=O)[O-])c1,0.0,NR-AR-LBD
TOX28745,CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl,0.0,NR-AR-LBD
TOX7142,FC(F)(F)c1ccc(Cl)c(Cl)c1,0.0,NR-AR-LBD
TOX7143,O=C=Nc1cccc(C(F)(F)F)c1,0.0,NR-AR-LBD
TOX1815,Nc1ccc(Cl)c(Cl)c1,0.0,NR-AR-LBD
TOX1810,Nc1ccccc1Cl,0.0,NR-AR-LBD
TOX4821,FC(F)(F)c1ccc(Cl)cc1,0.0,NR-AR-LBD
TOX13863,C=Cc1ccc(C=C)cc1,0.0,NR-AR-LBD
TOX15138,Nc1ccc([As](=O)(O)O)cc1,0.0,NR-AR-LBD
TOX7551,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1,0.0,NR-AR-LBD
TOX21248,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,0.0,NR-AR-LBD
TOX9017,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,0.0,NR-AR-LBD
TOX8300,CC(C)(C)C(=O)CCc1ccc(Cl)cc1,0.0,NR-AR-LBD
TOX6797,Cc1cc(C)cc(C)c1,0.0,NR-AR-LBD
TOX1363,Cc1cccc(N)c1,0.0,NR-AR-LBD
TOX27410,C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,0.0,NR-AR-LBD
TOX26974,OCCSc1ccccc1,0.0,NR-AR-LBD
TOX22263,CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0,NR-AR-LBD
TOX27087,COC(=O)c1ccccc1OC,0.0,NR-AR-LBD
TOX27080,CCc1ccc(C=O)cc1,0.0,NR-AR-LBD
TOX22269,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,0.0,NR-AR-LBD
TOX28971,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0.0,NR-AR-LBD
TOX7319,Cc1c(N)cccc1N,0.0,NR-AR-LBD
TOX4568,O=S(=O)(O)c1ccccc1,0.0,NR-AR-LBD
TOX25836,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.0,NR-AR-LBD
TOX5215,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,0.0,NR-AR-LBD
TOX5216,C=Cc1ccccc1C=C,0.0,NR-AR-LBD
TOX5219,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,0.0,NR-AR-LBD
TOX3114,COc1ccccc1OCC(O)CO,0.0,NR-AR-LBD
TOX5812,CCCCCc1cc(O)cc(O)c1,0.0,NR-AR-LBD
TOX6548,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.0,NR-AR-LBD
